Name,Key,Region,District,Address,Latitude,Longitude
"강원 횡성군 갑천면 갑천로690번길 156","강원 횡성군 갑천면 갑천로690번길 156","gangwon","횡성군","강원 횡성군 갑천면 갑천로690번길 156",37.5259631,128.1488263
"강원대학교 백령아트센터","강원대학교 백령아트센터","gangwon","춘천시","강원 춘천시 강원대학길 1",37.8670784,127.7401498
"강원종합박물관","강원종합박물관","gangwon","삼척시","강원 삼척시 신기면 강원남부로 3016",37.3512154,129.0864625
"강원특별자치도탄광문화촌","강원특별자치도탄광문화촌","gangwon","영월군","강원 영월군 북면 밤재로 351 강원특별자치도탄광문화촌",37.2630968,128.46691
"강화문학관","강화문학관","incheon","강화군","인천 강화군 강화읍 관청길 40",37.7495576,126.485584
"개구리생태공원","개구리생태공원","jeonnam","담양군","전남 담양군 담양읍 메타세쿼이아로 47 개구리생태공원",35.3252448,127.006605
"개화예술공원","개화예술공원","chungnam","보령시","충남 보령시 성주면 성주산로 673-47",36.3139318,126.6581139
"갤러리 디아르테","갤러리 디아르테","seoul","강남구","서울 강남구 영동대로131길 14",37.5205559525798,127.055134996985
"갤러리 플래닛","갤러리 플래닛","seoul","마포구","서울 마포구 어울마당로 65 상상마당빌딩",37.5509494,126.9210617
"갯골캠핑장","갯골캠핑장","gyeonggi","시흥시","경기 시흥시 동서로 137",37.38936538628936,126.7620528776188
"갯모루양조","갯모루양조","seoul","강동구","서울 강동구 상암로39길 93 (천호동) 1층 갯모루양조",37.5301,127.1238
"갯모루양조 공방","갯모루양조 공방","seoul","강동구","서울 강동구 상암로39길 93 1층",37.5502701,127.1405278
"거기시켜 구디직영점","거기시켜 구디직영점","seoul","구로구","서울 구로구 디지털로32가길 86-11",37.4804337,126.8962682
"거암아트홀","거암아트홀","seoul","강남구","서울 강남구 강남대로 652",37.5195094981008,127.019108071308
"거제 씨월드","거제 씨월드","gyeongnam","거제시","경남 거제시 일운면 지세포해안로 15",34.8357922,128.7013645
"거제문화예술회관","거제문화예술회관","gyeongnam","거제시","경남 거제시 장승로 145 거제문화예술회관",34.8669399,128.7232609
"거창군월성청소년수련원","거창군월성청소년수련원","gyeongnam","거창군","경남 거창군 북상면 덕유월성로 1312-96 거창군월성청소년수련원",35.7612058,127.7239989
"건강과성박물관","건강과성박물관","jeju","서귀포시","제주 서귀포시 안덕면 일주서로 1611 건강과 성 박물관",33.2548977,126.346723
"건물 내부 지하 1층 라인메이트","건물 내부 지하 1층 라인메이트","seoul","마포구","서울 마포구 신촌로2안길 12 (동교동) 건물 내부 지하 1층 라인메이트",37.5665,126.9018
"경기 가평군 청평면 경춘로 157","경기 가평군 청평면 경춘로 157","gyeonggi","가평군","경기 가평군 청평면 경춘로 93 (대성리) 2층",37.684661,127.378513
"경기 고양시 덕양구 고양동 302","경기 고양시 덕양구 고양동 302","gyeonggi","고양시","경기 고양시 덕양구 고양동 302",37.7039807,126.8953989
"경기 고양시 일산동구 산두로175번길 6-2 (정발산동) 지하 1층","경기 고양시 일산동구 산두로175번길 6-2 (정발산동) 지하 1층","gyeonggi","고양시","경기 고양시 일산동구 산두로175번길 6-2 (정발산동) 지하 1층",37.6584,126.832
"경기 고양시 일산동구 율천로8번길 8-6 (마두동)","경기 고양시 일산동구 율천로8번길 8-6 (마두동)","","고양시","정보 없음",37.6584,126.832
"경기 광명시 일직로12번길 24","경기 광명시 일직로12번길 24","gyeonggi","광명시","경기 광명시 일직로12번길 24 클래시아 3층",37.4208615,126.8818411
"경기 광주시 곤지암읍 평촌길 12-97","경기 광주시 곤지암읍 평촌길 12-97","gyeonggi","광주시","경기 광주시 곤지암읍 평촌길 12-97",37.359445454876,127.322600318206
"경기 광주시 퇴촌면 태허정로 144-40","경기 광주시 퇴촌면 태허정로 144-40","gyeonggi","광주시","경기 광주시 퇴촌면 태허정로 144-40",37.4617756,127.2700931
"경기 구리시 검배로 200","경기 구리시 검배로 200","gyeonggi","구리시","경기 구리시 검배로 200",37.5902851,127.1611123
"경기 남양주시 진접읍 해밀예당1로 96","경기 남양주시 진접읍 해밀예당1로 96","gyeonggi","남양주시","경기 남양주시 진접읍 해밀예당1로 96",37.7177307,127.1963171
"경기 부천시 길주로 660","경기 부천시 길주로 660","gyeonggi","부천시","경기 부천시 원미구 길주로 660",37.5048251,126.8165923
"경기 부천시 소사구 송내대로 32 (송내동, /)","경기 부천시 소사구 송내대로 32 (송내동, /)","gyeonggi","부천시","경기 부천시 소사구 송내대로 32 (송내동, /) B01호",37.5034,126.766
"경기 성남시 분당구 분당로53번길 13 (서현동, 산호트윈스2)","경기 성남시 분당구 분당로53번길 13 (서현동, 산호트윈스2)","gyeonggi","성남시","경기 성남시 분당구 분당로53번길 13 (서현동, 산호트윈스2) 4층",37.4386,127.1378
"경기 성남시 분당구 운중로146번길 19","경기 성남시 분당구 운중로146번길 19","gyeonggi","성남시","경기 성남시 분당구 운중로146번길 19 1층 101호",37.3905437,127.0805858
"경기 수원시 권선구 수인로 154","경기 수원시 권선구 수인로 154","gyeonggi","수원시","경기 수원시 권선구 수인로 154 국립농업박물관",37.2759795,126.982093
"경기 수원시 장안구 장안로458번길 9","경기 수원시 장안구 장안로458번길 9","gyeonggi","수원시","경기 수원시 장안구 장안로458번길 9",37.3192333,126.9780125
"경기 수원시 팔달구 매향동 153-11","경기 수원시 팔달구 매향동 153-11","gyeonggi","수원시","경기 수원시 팔달구 매향동 153-11",37.2873244,127.023459
"경기 수원시 팔달구 인계로 120 (인계동, 스마트 타워)","경기 수원시 팔달구 인계로 120 (인계동, 스마트 타워)","gyeonggi","수원시","경기 수원시 팔달구 인계로 120 (인계동, 스마트 타워) 11층 1113호",37.2636,127.0286
"경기 수원시 팔달구 창룡대로7번길 38 (북수동)","경기 수원시 팔달구 창룡대로7번길 38 (북수동)","gyeonggi","수원시","경기 수원시 팔달구 창룡대로7번길 38 (북수동) 1층",37.2636,127.0286
"경기 시흥시 경기과기대로 284","경기 시흥시 경기과기대로 284","gyeonggi","시흥시","경기 시흥시 경기과기대로 284",37.3375219,126.739356
"경기 시흥시 오이도로 332","경기 시흥시 오이도로 332","gyeonggi","시흥시","경기 시흥시 오이도로 332",37.3356065,126.6907823
"경기 안성시 공도읍 소신두길 52-9","경기 안성시 공도읍 소신두길 52-9","gyeonggi","안성시","경기 안성시 공도읍 소신두길 52-9 올드타임 그때그시절",37.0001309,127.2004003
"경기 안성시 원곡면 만세로 868","경기 안성시 원곡면 만세로 868","gyeonggi","안성시","경기 안성시 원곡면 만세로 868 안성3.1운동기념관",37.0621579,127.174875
"경기 안양시 만안구 문예로52번길 19 (안양동, 서희아리채)","경기 안양시 만안구 문예로52번길 19 (안양동, 서희아리채)","gyeonggi","안양시","경기 안양시 만안구 문예로52번길 19 서희아리채",37.3854675,126.9346079
"경기 안양시 만안구 예술공원로131번길 7","경기 안양시 만안구 예술공원로131번길 7","gyeonggi","안양시","경기 안양시 만안구 예술공원로131번길 7",37.4191239,126.9196709
"경기 안양시 만안구 화창로 10","경기 안양시 만안구 화창로 10","gyeonggi","안양시","경기 안양시 만안구 화창로 10",37.4166694,126.8963587
"경기 양주시 광적면 광적로 235-48","경기 양주시 광적면 광적로 235-48","gyeonggi","양주시","경기 양주시 광적면 광적로 235-48 조명박물관",37.836085,126.9675328
"경기 양주시 옥정로 397-13","경기 양주시 옥정로 397-13","gyeonggi","양주시","경기 양주시 옥정로 397-13 2층",37.8376189,127.0896075
"경기 양주시 장흥면 권율로 117","경기 양주시 장흥면 권율로 117","gyeonggi","양주시","경기 양주시 장흥면 권율로 117",37.7263808,126.9500801
"경기 양주시 장흥면 권율로 83-5","경기 양주시 장흥면 권율로 83-5","gyeonggi","양주시","경기 양주시 장흥면 권율로 83-5",37.7224573,126.946789
"경기 양평군 강하면 강남로 267","경기 양평군 강하면 강남로 267","gyeonggi","양평군","경기 양평군 강하면 강남로 267 1층",37.4990657,127.4156647
"경기 양평군 서종면 소나기마을길 24 산 74","경기 양평군 서종면 소나기마을길 24 산 74","gyeonggi","양평군","경기 양평군 서종면 소나기마을길 24 산 74",37.5939128,127.3776844
"경기 어린이식품안전체험관 부천센터","경기 어린이식품안전체험관 부천센터","gyeonggi","부천시","경기 부천시 오정구 벌말로 122",37.5413872,126.7643557
"경기 오산시 북삼미로 12","경기 오산시 북삼미로 12","gyeonggi","오산시","경기 오산시 북삼미로 12",37.1773469,127.0626405
"경기 용인시 기흥구 상갈로 6","경기 용인시 기흥구 상갈로 6","gyeonggi","용인시","경기 용인시 기흥구 상갈로 6",37.2674246,127.1098596
"경기 용인시 수지구 고기로 395 (고기동)","경기 용인시 수지구 고기로 395 (고기동)","gyeonggi","용인시","경기 용인시 수지구 고기로 395 (고기동) 1층 103호 홈힐러아로마공방",37.241,127.1775
"경기 용인시 수지구 성복2로301번길 7","경기 용인시 수지구 성복2로301번길 7","gyeonggi","용인시","경기 용인시 수지구 성복2로301번길 7 2층",37.3181713,127.0551317
"경기 의정부시 부용로214번길 51-81","경기 의정부시 부용로214번길 51-81","gyeonggi","의정부시","경기 의정부시 부용로214번길 51-81",37.7470179,127.0771471
"경기 의정부시 호국로 1287","경기 의정부시 호국로 1287","gyeonggi","의정부시","경기 의정부시 호국로 1287",37.7440191,127.0470937
"경기 파주시 광인사길 161","경기 파주시 광인사길 161","gyeonggi","파주시","경기 파주시 광인사길 161",37.714864,126.6869248
"경기 파주시 금정로 45","경기 파주시 금정로 45","gyeonggi","파주시","경기 파주시 금정로 45",37.7591686,126.7748335
"경기 파주시 문발로 253","경기 파주시 문발로 253","gyeonggi","파주시","경기 파주시 문발로 253",37.7167322,126.6888927
"경기 파주시 법원읍 자운서원로 204","경기 파주시 법원읍 자운서원로 204","gyeonggi","파주시","경기 파주시 법원읍 자운서원로 204",37.8653065,126.8687068
"경기 파주시 탄현면 헤이리마을길 63-15","경기 파주시 탄현면 헤이리마을길 63-15","gyeonggi","파주시","경기 파주시 탄현면 헤이리마을길 63-15 아트팩토리",37.7895351,126.6986973
"경기 파주시 회동길 338","경기 파주시 회동길 338","gyeonggi","파주시","경기 파주시 회동길 338",37.7156096,126.6919271
"경기 파주시 회동길 521","경기 파주시 회동길 521","gyeonggi","파주시","경기 파주시 회동길 521 (파주출판도시) 3층 우리공간연구소",37.7231803,126.6928513
"경기 포천시 소흘읍 광릉수목원로 415","경기 포천시 소흘읍 광릉수목원로 415","gyeonggi","포천시","경기 포천시 소흘읍 광릉수목원로 415",37.7558358,127.1647372
"경기 포천시 영북면 산정호수로322번길 26-9","경기 포천시 영북면 산정호수로322번길 26-9","gyeonggi","포천시","경기 포천시 영북면 산정호수로322번길 26-9",38.0684409,127.3036357
"경기 하남시 미사강변중앙로 161 (망월동, 미사파크뷰)","경기 하남시 미사강변중앙로 161 (망월동, 미사파크뷰)","gyeonggi","하남시","경기 하남시 미사강변중앙로 161 (망월동, 미사파크뷰) 3층 302호",37.5556983,127.1923528
"경기 해양안전체험관","경기 해양안전체험관","gyeonggi","안산시","경기 안산시 단원구 대부황금로 1546",37.2896728,126.5811232
"경기 화성시 노작로 134","경기 화성시 노작로 134","gyeonggi","화성시","경기 화성시 노작로 134",37.2006443,127.0751265
"경기 화성시 봉담읍 동화길 146","경기 화성시 봉담읍 동화길 146","gyeonggi","화성시","경기 화성시 봉담읍 동화길 146",37.2124274,126.9607069
"경기 화성시 풀무골로60번길 4-16","경기 화성시 풀무골로60번길 4-16","gyeonggi","화성시","경기 화성시 풀무골로60번길 4-16",37.2013845,127.1351362
"경기과학고등학교 경기도교육청미래과학교육원","경기과학고등학교 경기도교육청미래과학교육원","gyeonggi","수원시","경기 수원시 장안구 수일로 135 경기도교육청미래과학교육원",37.3082128,127.0055267
"경기도 안성시 공도읍 서동대로 3930-39 1동 3층 103호","경기도 안성시 공도읍 서동대로 3930-39 1동 3층 103호","gyeonggi","안성시","경기 안성시 공도읍 서동대로 3930-39",36.9945849,127.1473835
"경기도국민안전체험관","경기도국민안전체험관","gyeonggi","오산시","경기 오산시 북삼미로 22 경기도국민안전체험관",37.1787796,127.062988
"경기도해양수산자원연구소","경기도해양수산자원연구소","gyeonggi","양평군","경기 양평군 용문면 상광길 23-2 르뺑카페",37.5113554,127.6374106
"경기상상캠퍼스","경기상상캠퍼스","gyeonggi","수원시","경기 수원시 권선구 서둔로 166 경기상상캠퍼스",37.2658392,126.9824383
"경기아트센터","경기아트센터","gyeonggi","수원시","경기 수원시 팔달구 효원로307번길 20",37.2615606256318,127.036403461334
"경남 고성군 고성읍 동해로 115","경남 고성군 고성읍 동해로 115","gyeongnam","고성군","강원 고성군 고성읍 동해로 115",34.9837771,128.3436894
"경남 김해시 한림면 김해대로 1347","경남 김해시 한림면 김해대로 1347","gyeongnam","김해시","경남 김해시 한림면 김해대로 1347",35.2812094,128.8228642
"경남 남해군 설천면 노량리 거북선전시관","경남 남해군 설천면 노량리 거북선전시관","gyeongnam","남해군","경남 남해군 설천면 노량리",34.9419938,127.8750069
"경남 밀양시 노상하1길 27","경남 밀양시 노상하1길 27","gyeongnam","밀양시","경남 밀양시 노상하1길 34",35.4931563,128.7503654
"경남 밀양시 단장면 관광단지로 77","경남 밀양시 단장면 관광단지로 77","gyeongnam","밀양시","경남 밀양시 단장면 관광단지로 77",35.5019968,128.8328769
"경남 밀양시 밀양대공원로 84","경남 밀양시 밀양대공원로 84","gyeongnam","밀양시","경남 밀양시 밀양대공원로 84 국립밀양기상과학관",35.502144,128.7606336
"경남 밀양시 밀양대공원로 86","경남 밀양시 밀양대공원로 86","gyeongnam","밀양시","경남 밀양시 밀양대공원로 86",35.5025383,128.7611171
"경남 밀양시 산내면 산내로 290","경남 밀양시 산내면 산내로 290","gyeongnam","밀양시","경남 밀양시 산내면 산내로 290 버그밀 곤충체험관",35.5816131,128.8791953
"경남 진주시 진주대로879번길 18","경남 진주시 진주대로879번길 18","gyeongnam","진주시","경남 진주시 진주대로879번길 18",35.1783561,128.089294
"경남 진주시 판문오동길 99-7","경남 진주시 판문오동길 99-7","gyeongnam","진주시","경남 진주시 판문오동길 99-7 진양호우드랜드",35.1756905,128.0395916
"경남 창녕군 부곡면 원앙로 218","경남 창녕군 부곡면 원앙로 218","gyeongnam","창녕군","경남 창녕군 부곡면 원앙로 218",35.4362599,128.5910757
"경남 창원시 성산구 용호로 96","경남 창원시 성산구 용호로 96","gyeongnam","창원시","경남 창원시 성산구 용호로 96",35.2367052,128.6827673
"경남 창원시 성산구 창원천로196번길 48","경남 창원시 성산구 창원천로196번길 48","gyeongnam","창원시","경남 창원시 성산구 창원천로196번길 48",35.2404831,128.6589837
"경남 함양군 함양읍 필봉산길 55","경남 함양군 함양읍 필봉산길 55","gyeongnam","함양군","경남 함양군 함양읍 필봉산길 55",35.523958,127.722578
"경남 합천군 대양면 정양리 151","경남 합천군 대양면 정양리 151","gyeongnam","합천군","경남 합천군 대양면 대야로 730",35.5503442,128.1660048
"경남 합천군 용주면 고품부흥1길 10-28","경남 합천군 용주면 고품부흥1길 10-28","gyeongnam","합천군","경남 합천군 용주면 고품부흥1길 10-28",35.554178,128.1144732
"경남 합천군 용주면 합천호수로 828-7","경남 합천군 용주면 합천호수로 828-7","gyeongnam","합천군","경남 합천군 용주면 합천호수로 828-7",35.5467905,128.0809951
"경남과학교육원","경남과학교육원","gyeongnam","진주시","경남 진주시 진성면 진의로 178-35",35.2016587,128.2258584
"경남도립미술관","경남도립미술관","gyeongnam","창원시","경남 창원시 의창구 용지로 296",35.239502,128.6908315
"경남문화예술회관 대공연장","경남문화예술회관 대공연장","gyeongnam","진주시","경남 진주시 강남로 215 경남문화예술회관",35.1870304,128.092021
"경민대학교 기념관(체육관)","경민대학교 기념관(체육관)","gyeonggi","의정부시","경기 의정부시 서부로 545",37.7456011,127.0243588
"경복궁","경복궁","seoul","종로구","서울 종로구 사직로 161",37.579754,126.9766818
"경북 경주시 경감로 614","경북 경주시 경감로 614","gyeongbuk","경주시","경북 경주시 경감로 614",35.8331769,129.2892438
"경북 고령군 대가야읍 벽화길 104","경북 고령군 대가야읍 벽화길 104","gyeongbuk","고령군","경북 고령군 대가야읍 벽화길 104",35.7170257,128.271289
"경북 구미시 박정희로 155","경북 구미시 박정희로 155","gyeongbuk","구미시","경북 구미시 박정희로 155",36.0925573,128.3497
"경북 구미시 산동읍 인덕1길 195","경북 구미시 산동읍 인덕1길 195","gyeongbuk","구미시","경북 구미시 산동읍 인덕1길 195",36.1771824,128.4626448
"경북 김천시 대항면 직지사길 130","경북 김천시 대항면 직지사길 130","gyeongbuk","김천시","경북 김천시 대항면 직지사길 130 1층",36.1190844,128.0075043
"경북 상주시 함창읍 교촌리 411","경북 상주시 함창읍 교촌리 411","gyeongbuk","상주시","경북 상주시 함창읍 무운로 1621",36.5787173,128.1619672
"경북 성주군 수륜면 가야산식물원길 21","경북 성주군 수륜면 가야산식물원길 21","gyeongbuk","성주군","경북 성주군 수륜면 가야산식물원길 21",35.8011405,128.1411102
"경북 영덕군 남정면 동해대로 3560","경북 영덕군 남정면 동해대로 3560","gyeongbuk","영덕군","경북 영덕군 남정면 동해대로 3560",36.2802706,129.3792598
"경북 영천시 금호읍 창산길 100-29","경북 영천시 금호읍 창산길 100-29","gyeongbuk","영천시","경북 영천시 금호읍 창산길 100-29",35.9077398,128.8810247
"경북 영천시 화북면 별빛로 681-32","경북 영천시 화북면 별빛로 681-32","gyeongbuk","영천시","경북 영천시 화북면 별빛로 681-32",36.1402493,128.996701
"경북 예천군 효자면 고항리 608","경북 예천군 효자면 고항리 608","gyeongbuk","예천군","경북 예천군 효자면 고항리 608",36.825976,128.462171
"경북 울진군 근남면 수산리 344-11","경북 울진군 근남면 수산리 344-11","gyeongbuk","울진군","경북 울진군 근남면 수산리 344-11",36.9707684,129.4030382
"경북 울진군 북면 울진북로 2040","경북 울진군 북면 울진북로 2040","gyeongbuk","울진군","경북 울진군 북면 울진북로 2040",37.0972772,129.3715529
"경북 의성군 금성면 초전1길 83","경북 의성군 금성면 초전1길 83","gyeongbuk","의성군","경북 의성군 금성면 초전1길 83",36.2766241,128.6693051
"경북 청도군 이서면 이서로 567","경북 청도군 이서면 이서로 567","gyeongbuk","청도군","경북 청도군 이서면 이서로 567 청도향토사료관",35.694242,128.686525
"경북 칠곡군 석적읍 강변대로 1580-1","경북 칠곡군 석적읍 강변대로 1580-1","gyeongbuk","칠곡군","경북 칠곡군 석적읍 강변대로 1580-1",36.0169281,128.4050017
"경북 포항시 남구 청림동 21-10","경북 포항시 남구 청림동 21-10","gyeongbuk","포항시","경북 포항시 남구 청림동 21-10",35.9949127,129.4120914
"경북과학고등학교","경북과학고등학교","gyeongbuk","포항시","경북 포항시 북구 우미길 93",36.046427,129.3533735
"경북대학교 대강당","경북대학교 대강당","daegu","대구","대구 북구 대학로 80",35.892765,128.6107023
"경북대학교자연사박물관","경북대학교자연사박물관","daegu","대구","대구 군위군 효령면 경북대로 2228",36.1214801,128.5769719
"경북투어패스","경북투어패스","gyeongbuk","울릉군","경북 울릉군 울릉읍 도동2길 66",37.4844549,130.905697
"경산 백자산 온천","경산 백자산 온천","gyeongbuk","경산시","경북 경산시 경청로216길 30",35.7996121,128.7412076
"경상국립대학교 칠암캠퍼스 본관 2층 대강당","경상국립대학교 칠암캠퍼스 본관 2층 대강당","gyeongnam","진주시","경남 진주시 동진로 33 경상국립대학교 칠암캠퍼스",35.1810114,128.0939071
"경상남도교육청 미래교육원","경상남도교육청 미래교육원","gyeongnam","의령군","경남 의령군 의령읍 의병로8길 12-33",35.3166177,128.2507184
"경상남도문화예술회관 대공연장","경상남도문화예술회관 대공연장","gyeongnam","거제시","경남 거제시 장승로 145 거제문화예술회관",34.8671156,128.7231391
"경상북도교육청 남부미래교육관","경상북도교육청 남부미래교육관","gyeongbuk","경산시","경북 경산시 삼성현로 110 남부미래교육관 1층 경산수학체험센터",35.8226695,128.716152
"경상북도교육청 발명체험교육관","경상북도교육청 발명체험교육관","gyeongbuk","경주시","경북 경주시 첨성로 97",35.8343086,129.2118167
"경상북도환경연수원","경상북도환경연수원","gyeongbuk","구미시","경북 구미시 금오산로 336-97 구미시 탄소제로교육관",36.1195229,128.3083128
"경성대학교 콘서트홀","경성대학교 콘서트홀","busan","남구","부산 남구 수영로 309",35.1377167,129.0982207
"경주 강동워터파크","경주 강동워터파크","gyeongbuk","경주시","경북 경주시 보불로 391",35.8258772,129.2900411
"경주 더케이호텔 스파월드","경주 더케이호텔 스파월드","gyeongbuk","경주시","경북 경주시 엑스포로 45 더케이호텔",35.8386135,129.2920168
"경주 바니베어 뮤지엄","경주 바니베어 뮤지엄","gyeongbuk","경주시","경북 경주시 보문로 280-34 교원드림센터 (구 : 테디베어 박물관)",35.8520891,129.2768645
"경주 뽀로로아쿠아빌리지","경주 뽀로로아쿠아빌리지","gyeongbuk","경주시","경북 경주시 보문로 182-27",35.8608076,129.2706501
"경주 서라벌 문화회관 대강당","경주 서라벌 문화회관 대강당","gyeongbuk","경주시","경북 경주시 금성로 236 서라벌문화회관",35.8388155,129.2078667
"경주 쉼 족욕카페","경주 쉼 족욕카페","gyeongbuk","경주시","경북 경주시 보문로 402-31 1층 107호",35.8454335,129.2817231
"경주 엑스포 대공원","경주 엑스포 대공원","gyeongbuk","경주시","경북 경주시 경감로 614",35.8331769,129.2892438
"경주 전동놀이터","경주 전동놀이터","gyeongbuk","경주시","경북 경주시 첨성로 102-3 경주전동놀이터 본점",35.8330735,129.2136042
