Original,TranslationFormula
루프캣미 실내 고양이카페 홍대점,"=GOOGLETRANSLATE(A2, ""ko"", ""ja"")"
루프캣미,"=GOOGLETRANSLATE(A3, ""ko"", ""ja"")"
양화로 140 H-CUBE B2F,"=GOOGLETRANSLATE(A4, ""ko"", ""ja"")"
상록리조트 상록랜드,"=GOOGLETRANSLATE(A5, ""ko"", ""ja"")"
상록리조트,"=GOOGLETRANSLATE(A6, ""ko"", ""ja"")"
충남 천안시 동남구 수신면 수신로 576,"=GOOGLETRANSLATE(A7, ""ko"", ""ja"")"
롯데리조트부여 아쿠아가든 (3/21~4/30),"=GOOGLETRANSLATE(A8, ""ko"", ""ja"")"
롯데리조트,"=GOOGLETRANSLATE(A9, ""ko"", ""ja"")"
강원 속초시 대포항길 186,"=GOOGLETRANSLATE(A10, ""ko"", ""ja"")"
소노벨 천안 오션어드벤처 종일권 (03/14~04/24),"=GOOGLETRANSLATE(A11, ""ko"", ""ja"")"
소노벨 천안,"=GOOGLETRANSLATE(A12, ""ko"", ""ja"")"
한치골길 262,"=GOOGLETRANSLATE(A13, ""ko"", ""ja"")"
파라다이스시티 원더박스 자유이용권 (3/21~4/30),"=GOOGLETRANSLATE(A14, ""ko"", ""ja"")"
파라다이스시티,"=GOOGLETRANSLATE(A15, ""ko"", ""ja"")"
인천광역시 중구 영종해안남로321번길 186 (운서동),"=GOOGLETRANSLATE(A16, ""ko"", ""ja"")"
"19,550원","=GOOGLETRANSLATE(A17, ""ko"", ""ja"")"
하나 딸기수확체험(실내대기실+화장실완비),"=GOOGLETRANSLATE(A18, ""ko"", ""ja"")"
하나딸기수확체험,"=GOOGLETRANSLATE(A19, ""ko"", ""ja"")"
"10,500원","=GOOGLETRANSLATE(A20, ""ko"", ""ja"")"
잭슨나인스 대구점 (유효기간 : 26/01/01~03/31),"=GOOGLETRANSLATE(A21, ""ko"", ""ja"")"
쥬라리움 파주점 입장권,"=GOOGLETRANSLATE(A22, ""ko"", ""ja"")"
쥬라리움파주점,"=GOOGLETRANSLATE(A23, ""ko"", ""ja"")"
경기도 파주시 탄현면 새오리로 69 프로방스 주차타워 2층,"=GOOGLETRANSLATE(A24, ""ko"", ""ja"")"
아르떼뮤지엄 입장권,"=GOOGLETRANSLATE(A25, ""ko"", ""ja"")"
아르떼뮤지엄 부산,"=GOOGLETRANSLATE(A26, ""ko"", ""ja"")"
부산 영도구 해양로247번길 29,"=GOOGLETRANSLATE(A27, ""ko"", ""ja"")"
스누피가든,"=GOOGLETRANSLATE(A28, ""ko"", ""ja"")"
제주 스누피가든,"=GOOGLETRANSLATE(A29, ""ko"", ""ja"")"
제주특별자치도 제주시 구좌읍 금백조로 930,"=GOOGLETRANSLATE(A30, ""ko"", ""ja"")"
"부산 요트투어 요트가이 (폭죽, 폴라로이드) 광안리","=GOOGLETRANSLATE(A31, ""ko"", ""ja"")"
요트가이,"=GOOGLETRANSLATE(A32, ""ko"", ""ja"")"
부산 해운대구 우동 1393,"=GOOGLETRANSLATE(A33, ""ko"", ""ja"")"
"4,900원","=GOOGLETRANSLATE(A34, ""ko"", ""ja"")"
서귀포잠수함,"=GOOGLETRANSLATE(A35, ""ko"", ""ja"")"
제주 서귀포시 남성중로 40,"=GOOGLETRANSLATE(A36, ""ko"", ""ja"")"
메이즈랜드_성인,"=GOOGLETRANSLATE(A37, ""ko"", ""ja"")"
메이즈랜드,"=GOOGLETRANSLATE(A38, ""ko"", ""ja"")"
제주특별자치도 제주시 구좌읍 비자림로 2134-47 메이즈랜드,"=GOOGLETRANSLATE(A39, ""ko"", ""ja"")"
항공우주박물관 전시+체험+공연 종합패키지,"=GOOGLETRANSLATE(A40, ""ko"", ""ja"")"
항공우주박물관,"=GOOGLETRANSLATE(A41, ""ko"", ""ja"")"
제주특별자치도 서귀포시 안덕면 녹차분재로 218,"=GOOGLETRANSLATE(A42, ""ko"", ""ja"")"
음악 불꽃 크루즈 (여의도 터미널 출발),"=GOOGLETRANSLATE(A43, ""ko"", ""ja"")"
서울크루즈,"=GOOGLETRANSLATE(A44, ""ko"", ""ja"")"
여의도한강공원길 231 여의도 유람선터미널,"=GOOGLETRANSLATE(A45, ""ko"", ""ja"")"
"37,000원","=GOOGLETRANSLATE(A46, ""ko"", ""ja"")"
N서울타워 전망대+한쿡 레스토랑 PKG,"=GOOGLETRANSLATE(A47, ""ko"", ""ja"")"
서울 용산구 남산공원길 105,"=GOOGLETRANSLATE(A48, ""ko"", ""ja"")"
"61,900원","=GOOGLETRANSLATE(A49, ""ko"", ""ja"")"
오션월드 종일권 (3/3~4/24),"=GOOGLETRANSLATE(A50, ""ko"", ""ja"")"
홍천 비발디파크,"=GOOGLETRANSLATE(A51, ""ko"", ""ja"")"
강원특별자치도 홍천군 서면 한치골길 262,"=GOOGLETRANSLATE(A52, ""ko"", ""ja"")"
마산 로봇랜드 종일/오후 이용권 (~3/31),"=GOOGLETRANSLATE(A53, ""ko"", ""ja"")"
해운대 한화리조트,"=GOOGLETRANSLATE(A54, ""ko"", ""ja"")"
한화리조트 해운대,"=GOOGLETRANSLATE(A55, ""ko"", ""ja"")"
부산 해운대구 마린시티3로 52,"=GOOGLETRANSLATE(A56, ""ko"", ""ja"")"
"251,700원","=GOOGLETRANSLATE(A57, ""ko"", ""ja"")"
에버랜드 Q-PASS: 판다월드,"=GOOGLETRANSLATE(A58, ""ko"", ""ja"")"
경기 용인시 처인구 포곡읍 에버랜드로 199,"=GOOGLETRANSLATE(A59, ""ko"", ""ja"")"
세라젬 웰파크 위례점 실내 키즈카페,"=GOOGLETRANSLATE(A60, ""ko"", ""ja"")"
세라젬 웰파크,"=GOOGLETRANSLATE(A61, ""ko"", ""ja"")"
서울 동대문구 고산자로32길 78,"=GOOGLETRANSLATE(A62, ""ko"", ""ja"")"
옐레드 하남미사점 애견유치원 애견호텔 이용권,"=GOOGLETRANSLATE(A63, ""ko"", ""ja"")"
옐레드,"=GOOGLETRANSLATE(A64, ""ko"", ""ja"")"
경기 안산시 단원구 광덕대로 137,"=GOOGLETRANSLATE(A65, ""ko"", ""ja"")"
월롱 딸기체험,"=GOOGLETRANSLATE(A66, ""ko"", ""ja"")"
월롱딸기체험,"=GOOGLETRANSLATE(A67, ""ko"", ""ja"")"
경기 파주시 월롱면 도감로 247,"=GOOGLETRANSLATE(A68, ""ko"", ""ja"")"
엑스더스카이 전망대 입장권,"=GOOGLETRANSLATE(A69, ""ko"", ""ja"")"
부산 엑스더스카이,"=GOOGLETRANSLATE(A70, ""ko"", ""ja"")"
부산 해운대구 달맞이길 30,"=GOOGLETRANSLATE(A71, ""ko"", ""ja"")"
팔공산 케이블카 왕복 이용권,"=GOOGLETRANSLATE(A72, ""ko"", ""ja"")"
팔공산케이블카,"=GOOGLETRANSLATE(A73, ""ko"", ""ja"")"
대구 동구 팔공산로185길 51,"=GOOGLETRANSLATE(A74, ""ko"", ""ja"")"
"7,200원","=GOOGLETRANSLATE(A75, ""ko"", ""ja"")"
아르떼뮤지엄,"=GOOGLETRANSLATE(A76, ""ko"", ""ja"")"
남해양떼목장 이용권,"=GOOGLETRANSLATE(A77, ""ko"", ""ja"")"
남해양떼목장,"=GOOGLETRANSLATE(A78, ""ko"", ""ja"")"
경남 남해군 설천면 설천로775번길 364,"=GOOGLETRANSLATE(A79, ""ko"", ""ja"")"
"3,600원","=GOOGLETRANSLATE(A80, ""ko"", ""ja"")"
영종도 씨사이드 레일바이크 이용권,"=GOOGLETRANSLATE(A81, ""ko"", ""ja"")"
씨사이드레일바이크,"=GOOGLETRANSLATE(A82, ""ko"", ""ja"")"
인천 중구 구읍로 75,"=GOOGLETRANSLATE(A83, ""ko"", ""ja"")"
해운대 블루라인파크 이용권,"=GOOGLETRANSLATE(A84, ""ko"", ""ja"")"
블루라인파크,"=GOOGLETRANSLATE(A85, ""ko"", ""ja"")"
부산 해운대구 달맞이길62번길 13,"=GOOGLETRANSLATE(A86, ""ko"", ""ja"")"
"7,500원","=GOOGLETRANSLATE(A87, ""ko"", ""ja"")"
도치돌알파카목장,"=GOOGLETRANSLATE(A88, ""ko"", ""ja"")"
제주 제주시 애월읍 도치돌길 303,"=GOOGLETRANSLATE(A89, ""ko"", ""ja"")"
허브아일랜드 입장권(포천가볼만한곳),"=GOOGLETRANSLATE(A90, ""ko"", ""ja"")"
허브아일랜드,"=GOOGLETRANSLATE(A91, ""ko"", ""ja"")"
경기 포천시 신북면 청신로947번길 35,"=GOOGLETRANSLATE(A92, ""ko"", ""ja"")"
대구 이월드 자유이용권,"=GOOGLETRANSLATE(A93, ""ko"", ""ja"")"
대구 달서구 두류공원로 200,"=GOOGLETRANSLATE(A94, ""ko"", ""ja"")"
"하이! 서울, 크루즈 (여의도 터미널 출발)","=GOOGLETRANSLATE(A95, ""ko"", ""ja"")"
서울특별시 영등포구 여의도한강공원길 231,"=GOOGLETRANSLATE(A96, ""ko"", ""ja"")"
"16,200원","=GOOGLETRANSLATE(A97, ""ko"", ""ja"")"
모나용평 애니포레 입장권(~7/16),"=GOOGLETRANSLATE(A98, ""ko"", ""ja"")"
모나 용평,"=GOOGLETRANSLATE(A99, ""ko"", ""ja"")"
강원 평창군 대관령면 올림픽로 715,"=GOOGLETRANSLATE(A100, ""ko"", ""ja"")"
얼리버드40%★ <상상력 옷장> : 마이아트뮤지엄 원그로브점,"=GOOGLETRANSLATE(A101, ""ko"", ""ja"")"
서울 강서구 공항대로 165,"=GOOGLETRANSLATE(A102, ""ko"", ""ja"")"
리프플레이스(용인가볼만한곳!),"=GOOGLETRANSLATE(A103, ""ko"", ""ja"")"
리프플레이스,"=GOOGLETRANSLATE(A104, ""ko"", ""ja"")"
경기 용인시 처인구 원삼면 농촌파크로 2,"=GOOGLETRANSLATE(A105, ""ko"", ""ja"")"
"8,500원","=GOOGLETRANSLATE(A106, ""ko"", ""ja"")"
옐레드 수지동천점 애견유치원 애견호텔 이용권,"=GOOGLETRANSLATE(A107, ""ko"", ""ja"")"
소노캄 오션어드벤처 로우시즌 입장권 (26/03/12~26/04/24),"=GOOGLETRANSLATE(A108, ""ko"", ""ja"")"
소노캄 오션어드벤처 로우시즌 입장권 26/03/12~26/04/24,"=GOOGLETRANSLATE(A109, ""ko"", ""ja"")"
하피랜드 온천 · 찜질방,"=GOOGLETRANSLATE(A110, ""ko"", ""ja"")"
경기 화성시 팔탄면 시청로 888,"=GOOGLETRANSLATE(A111, ""ko"", ""ja"")"
잭슨나인스 창원점 이용권 (유효기간 : 3/1~3/31),"=GOOGLETRANSLATE(A112, ""ko"", ""ja"")"
강원 춘천시 중앙로 193,"=GOOGLETRANSLATE(A113, ""ko"", ""ja"")"
거제 벨버디어 한화리조트,"=GOOGLETRANSLATE(A114, ""ko"", ""ja"")"
