Original,TranslationFormula
"서대문자연사박물관은 서울 도심 속 안산 자락에 위치한 공공 자연사박물관으로, 2003년 7월 10일에 개관하였다. 이 박물관은 공공기관에 의해 설립되었으며, 시민들에게 자연에 대한 이해를 높이고 특히 꿈 많은 어린이와 청소년들이 다양한 생물과 지질, 환경에 대한 정보를 직접 보고 체험할 수 있는 기회를 제공한다. 박물관은 전시뿐만 아니라 교육 프로그램과 체험 활동을 통해 자연에 대한 지식과 흥미를 동시에 제공한다. 또한 지역 주민들에게는 문화 활동 공간으로서의 역할도 수행하고 있다. 서대문자연사박물관은 도시 생활 속에서도 생명과 자연의 가치를 체감할 수 있는 기회를 제공하고 있다.","=GOOGLETRANSLATE(A13, ""ko"", ""en"")"
02-330-8899,"=GOOGLETRANSLATE(A14, ""ko"", ""en"")"
수원시립미술관,"=GOOGLETRANSLATE(A15, ""ko"", ""en"")"
경기도 수원시 팔달구 정조로 833 (신풍동),"=GOOGLETRANSLATE(A16, ""ko"", ""en"")"
"수원 최초의 시립미술관인 수원시립미술관은 수원 화성행궁 광장에 위치한 문화 예술 공간이며 공공을 위한 미술, 창의적 예술교육, 공유의 예술공간을 목표로 하고 있다. 해당 미술관은 ‘수원시립미술관’, 만석공원에 자리한 ‘수원시립만석전시관 (구, 수원미술전시관)’, 파장동의 ‘수원시립어린이미술체험관 (구, 어린이생태미술체험관)’, ‘수원시립아트스페이스 광교’를 포함한 4개의 공간을 운영하고 있다. 이를 바탕으로 수원시립미술관은 각 관의 특색을 살린 다양하고 수준 높은 전시, 즐기면서 감상할 수 있는 전시, 지역을 소재로 한 특색 있는 전시 등을 통해 시민들의 정서 함양과 수도권을 대표하는 미술관으로 발전하고 있다. (출처: 수원시립미술관)","=GOOGLETRANSLATE(A17, ""ko"", ""en"")"
031-228-3800,"=GOOGLETRANSLATE(A18, ""ko"", ""en"")"
문경새재도립공원,"=GOOGLETRANSLATE(A19, ""ko"", ""en"")"
경북 경상북도 문경시 문경읍 새재로 932,"=GOOGLETRANSLATE(A20, ""ko"", ""en"")"
"백두대간 조령산 마루를 넘는 이 재는 예로부터 한강과 낙동강유역을 잇는 영남대로상의 가장 높고 험한 고개로 사회 문화 경제의 유통과 국방상의 요충지였다. 새재(鳥嶺)는 ‘새도 날아서 넘기 힘든 고개’, 새로 된 고개의 ‘새(新)재’ 등의 뜻이라고도 한다. 이곳은 자연경관이 빼어나고 유서 깊은 유적과 설화, 민요 등으로 이름 높은 곳이다. 임진왜란 뒤에 문경새재에 3개(주흘관, 조곡관, 조령관)의 관문을 설치하여 국방의 요새로 삼았다. 나그네의 숙소인 원터, 신구 경상도관찰사가 관인을 주고받았다는 교귀정터만 남아있는 것을 1999년 중창하였고, 옛날에 산불을 막기 위하여 세워진 한글 표석 ‘산불됴심’ 비가 남아있다. 역사에 얽힌 갖가지 전설을 비롯하여 임진왜란과 신립장군, 동학과 의병이 남긴 사담이 골골이 서리어 있는 역사의 현장이다. 이 일대를 1981년 도립공원으로 지정·보호하고 있다. 혜국사 충렬비, 조령원지, 동화원지 등 많은 문화자원과 수옥폭포, 여궁폭포, 팔왕폭포, 영천약수 등이 자연경관을 이루고 있다. 특히, 수안보온천과 문경온천, 문경도요지, 희양산의 봉암사, 선유동계곡과도 연계되고 있어 많은 관광객들이 찾고 있다.또한 문경새재 일원에서 관찰되는 식물자원을 서식처별로 분류하여 습생초지원, 생태습지, 생태연못, 건생초지원, 야생화원을 테마로 조성하여 탐방객에서 생태학습 및 생태관광을 할 수 있는 자연생태공원과 생태미로공원이 있으며, 한국방송공사가 고려시대를 배경으로 사극 대하드라마를 촬영하기 위하여 2000년 2월 23일 문경새재 제1관문 뒤 용사골에 건립한 KBS 촬영장이 있다. 문경새재의 조령산과 주흘산의 산세가 고려의 수도 개성의 송악산과 흡사할 뿐만 아니라 옛길이 잘 보존되어 있어 사극 촬영장으로 매우 적합하여 그동안 KBS 대하드라마 태조왕건, 제국의 아침, 무인시대, 대조영, 대왕세종 등의 촬영 주무대가 되었고, 영화는 스캔들, 낭만자객 등을 촬영하였던 곳으로 많은 관광객에게 볼거리, 즐길거리를 제공한다.","=GOOGLETRANSLATE(A21, ""ko"", ""en"")"
문경새재관리사무소 054-550-8363 문경새재관리사무소 문경새재 오픈세트장 054-572-1150,"=GOOGLETRANSLATE(A22, ""ko"", ""en"")"
설악해변,"=GOOGLETRANSLATE(A23, ""ko"", ""en"")"
강원특별자치도 양양군 강현면 하복리,"=GOOGLETRANSLATE(A24, ""ko"", ""en"")"
"양양 설악해변은 물놀이와 서핑을 즐길 수 있는 곳으로, 여름휴가를 보내기에 좋은 장소이다. 양양읍 북쪽 8㎞ 거리에 위치하고 있는 설악해변은 수심이 얕고 조용하며 설악산, 낙산사, 오색약수 등을 관광할 수 있는 길목에 위치해 있어 가족동반 여행지로 최적지이다. 백사장은 길이 1㎞, 너비 80m의 고운 모래사장으로 이루어져 있고 경사가 완만하여 아이들이 놀기에 적합하다. 인근에 천년 고찰인 낙산사를 비롯하여 의상대와 홍련암, 해수관음상 등 많은 관광자원이 주변에 있어 피서와 관광을 함께 즐길 수 있는 곳이다. 파도가 높아서 물놀이와 서핑하기에 좋으며, 파라솔과 돗자리를 깔고 쉴 수 있는 공간도 있다. 동해바다에 있는 해수욕장 중에서 많이 알려지지 않은 작은 해변이라 한적하고 조용한 바닷가를 찾는 관광객들에게는 인기가 많다. 남쪽으로는 낙산해수욕장이 위치하고 있으며 북쪽으로는 물치항과 후진항이 자리하고 있어 신선한 해산물을 즐기기에도 좋다.","=GOOGLETRANSLATE(A25, ""ko"", ""en"")"
033-670-2114,"=GOOGLETRANSLATE(A26, ""ko"", ""en"")"
나리농원,"=GOOGLETRANSLATE(A27, ""ko"", ""en"")"
경기도 양주시 광사동 812,"=GOOGLETRANSLATE(A28, ""ko"", ""en"")"
"양주시에서 운영하는 나리농원은 전국 최대 규모의 천일홍꽃 군락지가 조성되어 있는 자연 친화형 힐링 공간이다. 매년 9월경이면 ‘천만송이 천일홍 축제’가 열려 많은 관광객들의 발길이 끊이지 않는다. 축제가 열리는 9월~10월 두 달 동안은 농원 입장 시간이 정해져 있으나 축제가 종료된 후에는 기존처럼 산책 및 통행이 가능하다. 깊어져 가는 선선한 가을날, 가족과 함께, 연인과 함께 행복한 시간을 만끽할 수 있다.","=GOOGLETRANSLATE(A29, ""ko"", ""en"")"
0507-1321-7240,"=GOOGLETRANSLATE(A30, ""ko"", ""en"")"
송정역(구),"=GOOGLETRANSLATE(A31, ""ko"", ""en"")"
송정역 구,"=GOOGLETRANSLATE(A32, ""ko"", ""en"")"
부산광역시 해운대구 송정중앙로8번길 60 (송정동),"=GOOGLETRANSLATE(A33, ""ko"", ""en"")"
"송정역은 부산 해운대구 송정동에 있는 기차역이다. 동해안의 해산물과 자원 수송을 목적으로 부설한 동해남부선에 속한다. 동해남부선은 1918년에 경주와 포항, 1935년에 부산과 울산, 경주까지 개통되며 오랜 세월 사람들의 발이 되어 주었다. 특히 바다를 끼고 달리는 창 밖 풍경이 아름답기로 손에 꼽혔다. 송정역은 1934년에 역무원이 배치된 간이역으로 영업을 시작해 1941년 보통 역으로 승격했다. 이때 역사를 새로 지은 것으로 보이는데 운산역, 단촌역과 유사한 1940년대 기차역의 건축적 특징을 고스란히 간직하고 있다. 1976년에 화물 업무가 중지됐지만, 철도사적 가치를 인정받아 등록문화재로 지정됐다. 최근 동해남부선의 옛 철길을 활용한 해운대 해변열차의 시작역과 종착역으로 새롭게 단장하며 많은 관광객이 찾고 있다.","=GOOGLETRANSLATE(A34, ""ko"", ""en"")"
해운대 블루라인파크 051-701-5548,"=GOOGLETRANSLATE(A35, ""ko"", ""en"")"
위양지(위양지 이팝나무),"=GOOGLETRANSLATE(A36, ""ko"", ""en"")"
위양지 이팝나무,"=GOOGLETRANSLATE(A37, ""ko"", ""en"")"
경남 경상남도 밀양시 부북면 위양로 273-36,"=GOOGLETRANSLATE(A38, ""ko"", ""en"")"
"위양지(位良池)는 ‘선량한 백성들을 위해 축조했다고 붙여진 이름’이라는 의미를 가지고 있으나 이 이름은 근래에 바뀐 이름으로 본래 이름은 양양지다. 신라 때 축조됐다는 양양 지는 논에 물을 대던 수리 저수지였지만 인근에 거대한 가산저수지가 들어서 본래의 기능을 잃었다. 그러나 논에 물을 대는 대신 그림처럼 아름다운 풍경으로 많은 관광객들을 불러 모으고 있다.또한 밀양 팔경의 하나로 꼽힐 만큼 인기 여행지로 저수지 둘레를 따라 웅장한 기둥을 자랑하는 이팝나무 군락이 사계절 멋스러운 풍광을 뽐낸다. 하얀 눈이 내린 것처럼 이팝나무 꽃이 흐드러지게 피는 봄날은 위양지의 절정이다. 맑은 날에는 못에 비친 이팝나무 꽃이 한 폭의 수채화처럼 아름답다. 예부터 이팝나무는 한 해의 풍년을 점치는 나무로도 알려져 있는데, 만발한 꽃송이가 마치 하얀 쌀밥처럼 보이기 때문이다. 아름드리 왕버드나무와 소나무들로 울창한 숲을 두르고 있어 사시사철 아름다운 운치를 즐길 수 있고 연못에 떠 있는 섬 하나에 1900년에 지어진 안동 권 씨 문중 소유의 정자 완재정은 동양적인 아름다움을 더한다.","=GOOGLETRANSLATE(A39, ""ko"", ""en"")"
055-359-5641,"=GOOGLETRANSLATE(A40, ""ko"", ""en"")"
이순신광장,"=GOOGLETRANSLATE(A41, ""ko"", ""en"")"
전남 전라남도 여수시 중앙로 74 (중앙동),"=GOOGLETRANSLATE(A42, ""ko"", ""en"")"
"여수시 중앙동에 있는 이순신광장은 임진왜란을 승리로 이끈 이순신 장군에 대한 자료와 당시 의병에 대한 소개 등 역사적인 현장을 보고 느낄 수 있는 많은 볼거리가 있는 곳이다. 광장은 이순신 장군이 작전 계획을 세우고 군령을 내린 진남관 등 주변 유적지와 연계한 역사 문화 관광벨트의 시발점으로, 매년 5월 우리나라에서 가장 오래된 호국문화축제인 거북선 축제가 열린다. 이곳에서 가장 눈길을 끄는 구조물은 원형에 가깝게 재현한 거북선이다. 단순히 외형만 만들어 놓은 것이 아니고 내부에서도 관람할 수 있도록 설계했다. 거북선 내부로 들어가면 수군들의 역동적인 모습과 임진왜란 당시의 생생한 장면을 느낄 수 있으며 간단한 체험도 해볼 수 있다. 왜란에서 활약한 거북선은 세 척으로 전라좌수영, 방답진, 순천부 선소에서 한 척씩 건조했으며, 거북선이 있는 위치는 바로 전라좌수영 선소가 있던 곳이다. 이순신 광장의 한쪽 편에는 이순신 장군의 일대기와 임진왜란의 과정 등을 담은 벽화가 있다.","=GOOGLETRANSLATE(A43, ""ko"", ""en"")"
061-661-1746,"=GOOGLETRANSLATE(A44, ""ko"", ""en"")"
일산호수공원,"=GOOGLETRANSLATE(A45, ""ko"", ""en"")"
경기도 고양시 일산동구 호수로 595 (장항동),"=GOOGLETRANSLATE(A46, ""ko"", ""en"")"
"일산호수공원은 일산신도시 택지개발사업과 연계하여 조성한 근린공원이다. 국내 최대의 인공호수를 만들어 도시인이 접할 수 없는 자연생태계를 재현하고 다양한 주변경관 및 호수를 이용한 레크레이션 공간을 제공하고 있다. 특히 호수를 중심으로 한 4.7㎞의 자전거도로와 메타세쿼이아길 등 9.1㎞의 산책로는 시민들이 특별히 좋아하는 장소이다. 이외에도 생태자연학습장, 조형예술품, 선인장전시관 등이 다양한 생태문화시설이 조성되어 있다. 또한 매년 고양국제꽃박람회, 가을꽃축제, 호수예술축제 등이 개최되는 등 국내는 물론 세계적인 명소로 자리 잡아가고 있는 공원이다.◎ 한류의 매력을 만나는 여행 정보 - 드라마 <대행사>도시인들이 접하기 어려운 자연을 인공적으로 만든 공원으로 동양 최대의 인공 호수, 인공섬, 잔디광장 등을 비롯해 100여 종의 야생화와 20만여 그루의 수목이 있어 휴식을 취하기 좋다. 고아인이 복잡한 마음을 가라앉히며 산책하다 정재훈을 만나 기운을 차린 곳이다.","=GOOGLETRANSLATE(A47, ""ko"", ""en"")"
031-8075-4347,"=GOOGLETRANSLATE(A48, ""ko"", ""en"")"
서울숲,"=GOOGLETRANSLATE(A49, ""ko"", ""en"")"
서울특별시 성동구 뚝섬로 273,"=GOOGLETRANSLATE(A50, ""ko"", ""en"")"
"서울숲은 1908년 설치된 서울 최초의 상수원 수원지였으며, 2005년에 뚝섬체육공원 일대를 대규모 도시 숲으로 만들기 위해 새롭게 개원하였다. 현재는 문화예술공원, 체험학습원, 생태숲, 습지생태원 네 가지의 특색 있는 공간들로 구성되어 있으며, 한강과 맞닿아 있는 다양한 문화여가공간을 제공한다. 또한 서울숲공원은 조성부터 프로그램 운영까지 시민의 참여로 이루어진 최초의 공원이다.","=GOOGLETRANSLATE(A51, ""ko"", ""en"")"
02-460-2905~6,"=GOOGLETRANSLATE(A52, ""ko"", ""en"")"
시몬스 테라스점,"=GOOGLETRANSLATE(A53, ""ko"", ""en"")"
경기도 이천시 모가면 사실로 988,"=GOOGLETRANSLATE(A54, ""ko"", ""en"")"
"수면 전문 브랜드 시몬스 테라스점은 침대 플래그십 스토어이다. 단순히 침대 브랜드 홍보를 넘어, 하나의 잘 꾸며진 복합문화예술공간이다. 침대를 테스트하는 과정과 침대의 역사 등을 전시해 두었으며, 매트리스랩, 역사를 한눈에 볼 수 있는 헤리티지 앨리, 호텔 컨셉의 쇼룸 외에도 야외테라스와 카페까지 즐길 거리가 가득하다. 크리스마스 시즌에는 커다란 트리 장식으로 유명하다.","=GOOGLETRANSLATE(A55, ""ko"", ""en"")"
0507-1342-4071,"=GOOGLETRANSLATE(A56, ""ko"", ""en"")"
"국립중앙박물관은 용산으로 이전하여 2005년 개관한 이래 사람들에게 많은 관심과 사랑은 받은 곳이다. 시대와 주제별로 제시된 7개의 상설전시관, 다양한 내용을 선보이는 특별전시관, 관람의 이해를 돕는 전시해설 프로그램, 오감으로 즐기고 배우는 어린이박물관, 다채로운 교육 프로그램, 첨단기술을 활용한 실감콘텐츠 등을 마음껏 누리고 즐길 수 있다. 상설전시관에는 9,884점의 유물을 전시하여 제공하고 있으며, 전시물은 외부 전시 일정 및 유물의 보존 상태를 위하여 주기적으로 교체하고 있다. 또한 전시의 기본이 되는 소장품의 수집과 보존, 학술조사연구 등 여러 분야에서도 완성도를 높이기 위해 노력하고 있다.국립중앙박물관은 계절에 따라 아름다운 꽃이 피어나는 정원을 산책하며 여유 있고 즐거운 시간을 보내는 도심 속 힐링 공간이기도 하다. 모든 것이 급격하게 변하는 현대 사회에서 박물관은 잠시 쉬어가도 되는 곳, 뒤를 돌아다봐도 되는 곳이기도 하다. 가족이나 친구, 연인, 또는 나 홀로 여유를 누리며 문화와 일상의 가치를 한껏 느낄 수 있다.","=GOOGLETRANSLATE(A57, ""ko"", ""en"")"
02-2077-9000,"=GOOGLETRANSLATE(A58, ""ko"", ""en"")"
주남저수지 철새도래지,"=GOOGLETRANSLATE(A59, ""ko"", ""en"")"
경남 경상남도 창원시 의창구 동읍 월잠리,"=GOOGLETRANSLATE(A60, ""ko"", ""en"")"
"주남저수지 철새도래지는 세계적 철새도래지로 다양한 철새탐조와 산남, 주남, 동판저수지를 아우르는 자연경관 탐방 휴양지로 방문객들에게 힐링공간을 제공하며, 람사르문화관, 생태학습관, 탐조대, 주남환경스쿨 등 시설물의 무료 이용과 주남저수지 일원을생태전문 안내 가이드와 함께 탐방도 가능하다. 또한 새드리 꽃길 및 연꽃단지에서 조성된 그 계절의 꽃을 만날 수 있다. 일몰과 일출 풍경이 아름다워 이를 보러 방문하는 사람들도 많다.","=GOOGLETRANSLATE(A61, ""ko"", ""en"")"
주남저수지 055-225-2798,"=GOOGLETRANSLATE(A62, ""ko"", ""en"")"
상화원,"=GOOGLETRANSLATE(A63, ""ko"", ""en"")"
충남 충청남도 보령시 남포면 남포방조제로 408-52,"=GOOGLETRANSLATE(A64, ""ko"", ""en"")"
"보령 9경 플러스 중 2경인 상화원은 조화를 숭상한다는 이름대로 죽도가 지닌 자연미를 그대로 보존하여 최대한 자연을 훼손하지 않고 나무 한 그루, 돌 한 조각까지 소중히 하여 만들어진 한국식 전통정원이다. 섬 전체를 둘러싼 2㎞ 구간의 지붕형 산책로 ‘회랑’을 걷다 보면 바깥쪽으로는 온갖 수생생물이 살아 숨 쉬는 33개의 해변연못과 죽도의 특산물인 오석으로 쌓은 돌담 너머로 탁 트인 서해 바다가 펼쳐져 있다. 안쪽으로는 빼곡히 들어찬 해송이 하늘 높이 치솟아 솔향기를 더하는 숲길과 서해 낙조의 절경을 감상할 수 있는 석양정원, 죽도 원주민이 논으로 사용하던 곳에 전국 각지에서 이건하고 복원한 전통한옥 8채가 있는 한옥마을에 이를 수 있다. 또한, 관람으로 오픈되지 않은 평일에는 상화원 공간을 프라이빗하게 즐길 수 있고 한옥마을 내 한옥에서 가족 연회, 웨딩, 워크숍 등 다양한 프로그램을 즐길 수 있다. 상화원 내 숙박시설인 상화원 한국빌라는 금~토요일만 운영을 하며, 사이트를 통해 개별 예약을 할 수 있다. 관람객이 없는 고즈넉한 저녁시간에 감상할 수 있는 석양과 아침 동틀 무렵 아름다운 자연의 정원을 느끼고 싶다면 숙박을 해보는 것도 좋다. 상화원 방문 전에는 꼭 방문 가능일정과 시간을 확인 후 방문할 것을 추천한다","=GOOGLETRANSLATE(A65, ""ko"", ""en"")"
070-7456-2200,"=GOOGLETRANSLATE(A66, ""ko"", ""en"")"
마이산 벚꽃길,"=GOOGLETRANSLATE(A67, ""ko"", ""en"")"
전북특별자치도 진안군 마령면 동촌리,"=GOOGLETRANSLATE(A68, ""ko"", ""en"")"
"마이산 벚꽃은 진안고원의 특이한 기후 덕분에 전국에서 가장 늦게 피며, 수천 그루의 산벚꽃이 일시에 만개해 장관을 이룬다. 20~30년 수령의 재래종 산벚꽃은 맑고 선명한 꽃 색깔로 유명하고, 이산묘에서 탑사까지 이어지는 2.5km 벚꽃길은 핑크빛 풍경으로 많은 이들의 사랑을 받고 있다. 탑영제에서는 고인 물에 마이산 봉우리가 비쳐 벚꽃과 함께 한적한 정취를 즐길 수 있다. 특히 벚꽃이 만개한 주말에는 수만 명의 관광객이 찾는 진안의 봄꽃 명소이다.","=GOOGLETRANSLATE(A69, ""ko"", ""en"")"
063-430-8751~5,"=GOOGLETRANSLATE(A70, ""ko"", ""en"")"
한담해안산책로,"=GOOGLETRANSLATE(A71, ""ko"", ""en"")"
제주특별자치도 제주시 애월읍 곽지리,"=GOOGLETRANSLATE(A72, ""ko"", ""en"")"
곽금올레길이라고도 부르는 한담해안산택로는 애월항에서 곽지과물해변까지 해안을 따라서 조성된 산책로이다. 주변 경관과 조화를 이루고 있어 아름답다. 총길이는 1.2㎞이며 바로 옆에 파도가 철썩이는 해안 길을 따라 걸을 수 있다. 2009년 제주시가 기존의 관광 명소 이외에 제주시 일대의 대표적인 장소 31곳을 선정해 발표한 ‘제주시의 숨은 비경’ 중 하나이기도 하다. 용암이 굳어지면서 만들어진 기암괴석이 시선을 끌고 검은 바위로 이루어진 해안을 따라 구불구불하게 이어지는 길은 산책길에 재미를 더해준다. 제주도의 서쪽에 있어 아름다운 일몰을 잘 감상할 수 있다는 점도 이곳의 매력 포인트다.,"=GOOGLETRANSLATE(A73, ""ko"", ""en"")"
제주관광정보센터 064-740-6000,"=GOOGLETRANSLATE(A74, ""ko"", ""en"")"
신륵사(여주),"=GOOGLETRANSLATE(A75, ""ko"", ""en"")"
신륵사 여주,"=GOOGLETRANSLATE(A76, ""ko"", ""en"")"
경기도 여주시 신륵사길 73 (천송동),"=GOOGLETRANSLATE(A77, ""ko"", ""en"")"
"신륵사는 봉미산 기슭에 위치한 여주의 대표적인 사찰이다. 오랜 역사와 웅장한 규모, 빼어난 경관을 자랑한다. 대한불교조계종 제2교구 본사인 용주사의 말사이자 경기도 전통사찰로 지정되었다. 일반적으로 사찰은 산속에 짓는 경우가 많은데 보기 드물게 남한강이 바라보이는 강변에 세워졌다. 신라 진평왕 때 원효대사가 창건하였다고 전해지나 확실한 근거는 없다. 고려 말기 나옹선사가 머물렀던 곳으로 유명하며 200여 칸에 달하는 대사찰이었다고 한다. 조선 성종 3년(1472)에는 세종대왕릉인 영릉의 원찰로 삼아 보은사［報恩寺］라고 불렀다가 원찰로서의 의미가 약해진 뒤 다시 신륵사라는 이름으로 돌아왔다. 벽돌로 쌓은 다층전탑이 있어 벽절로 불리기도 했다. 여주IC, 서여주IC에서 차량으로 약 13분 소요된다. 신륵사 주변은 국민관광지로 개발되어 인근에 맛집이 많고 국내 최대 규모의 도자기 전문 쇼핑몰이 있는 여주도자세상, 황포돛배 유람선 등과도 가깝다.","=GOOGLETRANSLATE(A78, ""ko"", ""en"")"
031-885-2505,"=GOOGLETRANSLATE(A79, ""ko"", ""en"")"
여수예술랜드,"=GOOGLETRANSLATE(A80, ""ko"", ""en"")"
전남 전라남도 여수시 돌산읍 무술목길 142-1,"=GOOGLETRANSLATE(A81, ""ko"", ""en"")"
"환상적인 바다 전망의 다양한 객실과 예술적 감성에서 익사이팅한 즐길거리까지, 특별함 경험을 제공하는 토탈 숙박 리조트 여수예술랜드이다. 국내 최대 테마형 3D 트릭아트와 60m 미디어 터널이 있는 3D뮤지엄, 150m 암반터널을 통해 만나는 조각공원풍경 등 다양한 예술공간이 있으며, 특히 바다를 향해 뻗어있는 ‘마이다스의 손’은 온라인에서 꼭 찍어야 하는 대한민국의 포토 위시리스트로 선정되어 관광객들의 발길이 끊이지 않고 있다. 이외에도 해발 150m 상공에서 아름다운 여수의 바다를 감상할 수 있는 국내 최대 크기의 대관람차와 짜릿한 스릴을 만끽하는 카트체험과 공중그네, 오션 스카이워크 등의 액티비티도 있다. 이 외에도 '먼 길을 함께 할 동반자'라는 뜻을 지닌 여수 최대규모 오션뷰 카페 라피끄도 여수 여행의 필수코스인 예술랜드에서 만든 또 하나의 작품이며 커플데이트, 여수여행, 전라도여행 필수코스로 떠오른다.◎ 한류의 매력을 만나는 여행 정보아이즈원 멤버들이 다양한 미션을 진행하고 바비큐까지 알차게 즐긴 장소다. <아이즈원의 잇힝 트립2>의 대부분이 촬영된 만큼, 멤버들이 미션을 수행하던 장면을 떠올리며 구경하는 재미가 쏠쏠하다.","=GOOGLETRANSLATE(A82, ""ko"", ""en"")"
061-665-0000,"=GOOGLETRANSLATE(A83, ""ko"", ""en"")"
상주은모래비치,"=GOOGLETRANSLATE(A84, ""ko"", ""en"")"
경남 경상남도 남해군 상주면 상주로 17,"=GOOGLETRANSLATE(A85, ""ko"", ""en"")"
"금산의 절경을 긴 병풍으로 삼은 상주은모래비치는 은빛 고운 모래로 이루어진 넓은 백사장과 울창한 송림으로 둘러싸여 전국에서 몇 안 되는 아름다운 자연경관을 간직한 해수욕장이다. 남해읍에서 남쪽으로 21㎞ 떨어진 이곳은 맨발로 닿는 모래의 감촉이 좋은 곳아 해마다 여름이면 100만에 달하는 여행객들이 찾온다. 2㎞에 이르는 반달형 백사장 경사도 완만한 데다 수온도 높아 가족들의 피서지로도 최적의 조건을 갖추고 있다. 또한, 여름이면 썸머페스티벌, 겨울이면 해맞이 축제가 열리고 있으며, 이곳에서만 맛볼 수 있는 긴 전통의 야채핫도그, 인스타명소로 자리 잡은 감성 카페, 주민들이 운영하는 식당 등이 자리하고 있어 볼거리, 즐길거리가 풍성하다.","=GOOGLETRANSLATE(A86, ""ko"", ""en"")"
055-860-3073,"=GOOGLETRANSLATE(A87, ""ko"", ""en"")"
물미해안전망대,"=GOOGLETRANSLATE(A88, ""ko"", ""en"")"
경남 경상남도 남해군 삼동면 동부대로 720,"=GOOGLETRANSLATE(A89, ""ko"", ""en"")"
"한 점 쉬어가는 공간이 되어주는 ‘물미해안전망대’는 자유로운 여행객들의 또 다른 벙커로 인기만점이다. 삼동면 대지포 마을 인근에 조성되었다 하여 지역민들에게는 ‘대지포 전망대’라는 별칭으로도 불리기도 하는 ‘물미해안전망대’는 2016년 착공해 2019년 12월 개장했다. 남해바다를 밝히는 등대 콘셉트로 지어진 이곳은 360도 조망이 가능한 원통형으로 ‘하늘 위에 떠 있는 기분’을 만끽할 수 있게 해준다. 2층으로 구성돼 있으며 1층에는 다양한 품목을 살 수 있는 남해군 특산품 판매장, 2층에는 베이커리 카페와 옥상전망대로 꾸며져 있다.","=GOOGLETRANSLATE(A90, ""ko"", ""en"")"
055-867-7202,"=GOOGLETRANSLATE(A91, ""ko"", ""en"")"
사려니숲길,"=GOOGLETRANSLATE(A92, ""ko"", ""en"")"
제주특별자치도 서귀포시 표선면 가시리 붉은오름 입구,"=GOOGLETRANSLATE(A93, ""ko"", ""en"")"
