Original,TranslationFormula
"아름다운 목요일 금호라이징스타, 희석 엘리아스 아클리 Piano","=GOOGLETRANSLATE(A60, ""ko"", ""ja"")"
"아름다운 목요일 금호라이징스타, 이해수 Viola","=GOOGLETRANSLATE(A61, ""ko"", ""ja"")"
"아름다운 목요일 금호 Exclusive, 로날트 브라우티함 Fortepiano","=GOOGLETRANSLATE(A62, ""ko"", ""ja"")"
"R석 100,000원
S석 90,000원","=GOOGLETRANSLATE(A63, ""ko"", ""ja"")"
아름다운 목요일 인터내셔널 마스터즈: 스티븐 허프 Piano,"=GOOGLETRANSLATE(A64, ""ko"", ""ja"")"
"R석 80,000원
S석 70,000원","=GOOGLETRANSLATE(A65, ""ko"", ""ja"")"
"아름다운 목요일: 고요, 그 너머에: 조진주 Violin Solo","=GOOGLETRANSLATE(A66, ""ko"", ""ja"")"
"아름다운 목요일 인터내셔널 마스터즈, 모차르트 플러스 Ⅱ: 폴 루이스 Piano","=GOOGLETRANSLATE(A67, ""ko"", ""ja"")"
"아름다운 목요일: 고요, 그 너머에: 조진주 Violin","=GOOGLETRANSLATE(A68, ""ko"", ""ja"")"
아름다운 목요일 위대한 작곡가: 프란츠 슈베르트 X 문지영 Piano Ⅰ,"=GOOGLETRANSLATE(A69, ""ko"", ""ja"")"
아름다운 목요일 위대한 작곡가: 루트비히 판 베토벤 X 김태형 Piano Ⅱ,"=GOOGLETRANSLATE(A70, ""ko"", ""ja"")"
아름다운 목요일 위대한 작곡가: J.S.바흐 X 한수진 Violin,"=GOOGLETRANSLATE(A71, ""ko"", ""ja"")"
아름다운 목요일 요하네스: 이한나 Viola & 김다솔 Piano,"=GOOGLETRANSLATE(A72, ""ko"", ""ja"")"
아름다운 목요일 요하네스: 윤홍천 Piano,"=GOOGLETRANSLATE(A73, ""ko"", ""ja"")"
"국립창극단, 완창판소리 (6월)","=GOOGLETRANSLATE(A74, ""ko"", ""ja"")"
"국립무용단, 귀향","=GOOGLETRANSLATE(A75, ""ko"", ""ja"")"
"VIP석 70,000원
R석 50,000원
S석 30,000원
A석 20,000원","=GOOGLETRANSLATE(A76, ""ko"", ""ja"")"
"국립국악관현악단 관현악시리즈 Ⅳ, 이병우와 국립국악관현악단","=GOOGLETRANSLATE(A77, ""ko"", ""ja"")"
"국립창극단, 완창판소리 (5월)","=GOOGLETRANSLATE(A78, ""ko"", ""ja"")"
"국립국악관현악단, 정오의 음악회 (4월)","=GOOGLETRANSLATE(A79, ""ko"", ""ja"")"
"국립창극단, 절창 Ⅵ","=GOOGLETRANSLATE(A80, ""ko"", ""ja"")"
"국립국악관현악단, 관현악시리즈 Ⅲ. 상주작곡가: 손다혜·홍민웅","=GOOGLETRANSLATE(A81, ""ko"", ""ja"")"
"R석 50,000원
S석 30,000원
S석 20,000원","=GOOGLETRANSLATE(A82, ""ko"", ""ja"")"
"국립창극단, 완창판소리 (4월)","=GOOGLETRANSLATE(A83, ""ko"", ""ja"")"
"국립국악관현악단, 정오의 음악회 (5월)","=GOOGLETRANSLATE(A84, ""ko"", ""ja"")"
"국립국악관현악단, 어린이 음악회: 신나락 만나락","=GOOGLETRANSLATE(A85, ""ko"", ""ja"")"
"함께, 봄","=GOOGLETRANSLATE(A86, ""ko"", ""ja"")"
지브리와 사랑에 빠지다: 지브리 영화음악 콘서트 스페셜 [창원],"=GOOGLETRANSLATE(A87, ""ko"", ""ja"")"
칼로막베스,"=GOOGLETRANSLATE(A88, ""ko"", ""ja"")"
로미오와 줄리엣 The Clown,"=GOOGLETRANSLATE(A89, ""ko"", ""ja"")"
인사이드 미 [부산 동구],"=GOOGLETRANSLATE(A90, ""ko"", ""ja"")"
NIKKE ORCHESTRAL CONCERT: Unbreakable Memories,"=GOOGLETRANSLATE(A91, ""ko"", ""ja"")"
"S석 143,000원
A석 132,000원","=GOOGLETRANSLATE(A92, ""ko"", ""ja"")"
살로메,"=GOOGLETRANSLATE(A93, ""ko"", ""ja"")"
백건우 피아노 리사이틀,"=GOOGLETRANSLATE(A94, ""ko"", ""ja"")"
"R석 100,000원
S석 70,000원
A석 50,000원","=GOOGLETRANSLATE(A95, ""ko"", ""ja"")"
"Sound of Busan #3: 유나이티드 코리안 오케스트라, 올 댓 차이콥스키 (교향곡#6)","=GOOGLETRANSLATE(A96, ""ko"", ""ja"")"
"Sound of Busan #2: 부산네오필하모닉오케스트라, 올 댓 차이콥스키 (교향곡#5)","=GOOGLETRANSLATE(A97, ""ko"", ""ja"")"
살롱 드 국악 Ⅰ. 첼로가야금,"=GOOGLETRANSLATE(A98, ""ko"", ""ja"")"
살롱 드 국악 Ⅱ. 추다혜차지스,"=GOOGLETRANSLATE(A99, ""ko"", ""ja"")"
Puma Blue Live,"=GOOGLETRANSLATE(A100, ""ko"", ""ja"")"
"스탠딩 99,000원","=GOOGLETRANSLATE(A101, ""ko"", ""ja"")"
서울시향 얍 판 츠베덴의 말러 교향곡 6번: 비극적,"=GOOGLETRANSLATE(A102, ""ko"", ""ja"")"
"키우피우 오브제극축제, 걸리버 여행기: ZOOM IN OUT","=GOOGLETRANSLATE(A103, ""ko"", ""ja"")"
새봄맞이 합창제: 우리들의 합창,"=GOOGLETRANSLATE(A104, ""ko"", ""ja"")"
"제2회 신진예술인 풀충전 페스티벌, 토끼굴에 갇힌 새","=GOOGLETRANSLATE(A105, ""ko"", ""ja"")"
"키우피우 오브제극축제, 봉장취","=GOOGLETRANSLATE(A106, ""ko"", ""ja"")"
"키우피우 오브제극축제, 코 잃은 코끼리 코바","=GOOGLETRANSLATE(A107, ""ko"", ""ja"")"
"위클리 클래식 페스티벌, 사랑이 형태를 가질 때: 피아노 서승은 [서울 수서]","=GOOGLETRANSLATE(A108, ""ko"", ""ja"")"
서울특별시 강남구 밤고개로34길 14 (세곡동),"=GOOGLETRANSLATE(A109, ""ko"", ""ja"")"
"위클리 클래식 페스티벌, 앙상블 패치워크: 봄바라기 [논산]","=GOOGLETRANSLATE(A110, ""ko"", ""ja"")"
프리비젼스튜디오,"=GOOGLETRANSLATE(A111, ""ko"", ""ja"")"
충청남도 논산시 은진면 탑정로 596,"=GOOGLETRANSLATE(A112, ""ko"", ""ja"")"
"위클리 클래식 페스티벌: 사랑, 다섯 개의 숨: 앙상블 F [경기오산]","=GOOGLETRANSLATE(A113, ""ko"", ""ja"")"
MEG아트홀,"=GOOGLETRANSLATE(A114, ""ko"", ""ja"")"
경기도 오산시 내삼미로 93(수청동),"=GOOGLETRANSLATE(A115, ""ko"", ""ja"")"
"대한민국연극제 서울대회, NO EXIT 노엑시트","=GOOGLETRANSLATE(A116, ""ko"", ""ja"")"
강남씨어터,"=GOOGLETRANSLATE(A117, ""ko"", ""ja"")"
서울특별시 강남구 역삼로7길 16 (역삼동),"=GOOGLETRANSLATE(A118, ""ko"", ""ja"")"
제1회 은곡마을 음악축제: ENCOUNTER,"=GOOGLETRANSLATE(A119, ""ko"", ""ja"")"
야기스튜디오,"=GOOGLETRANSLATE(A120, ""ko"", ""ja"")"
서울특별시 강남구 헌릉로569길 37(세곡동),"=GOOGLETRANSLATE(A121, ""ko"", ""ja"")"
음악극 페스티벌,"=GOOGLETRANSLATE(A122, ""ko"", ""ja"")"
"서울 국제 모노드라마 페스티벌, 덕질의 이해","=GOOGLETRANSLATE(A123, ""ko"", ""ja"")"
서울특별시 중구 삼일대로9길 12 (저동1가),"=GOOGLETRANSLATE(A124, ""ko"", ""ja"")"
"대한민국연극제 서울대회: 도꾸가와 이에야스, 주민센터에 가다","=GOOGLETRANSLATE(A125, ""ko"", ""ja"")"
"제79회 라이브 클럽 데이, CJ문화재단 20주년 기념: Dream to Stage","=GOOGLETRANSLATE(A126, ""ko"", ""ja"")"
라이브클럽 협동조합,"=GOOGLETRANSLATE(A127, ""ko"", ""ja"")"
서울특별시 마포구 어울마당로 61 (서교동),"=GOOGLETRANSLATE(A128, ""ko"", ""ja"")"
"블라인드 티켓 35,000원
일반티켓 40,000원","=GOOGLETRANSLATE(A129, ""ko"", ""ja"")"
"All Day, JAZZ SHOW! (올데이, 재즈쇼!) 1부 (03.29)","=GOOGLETRANSLATE(A130, ""ko"", ""ja"")"
제4회 설레발레 페스티벌,"=GOOGLETRANSLATE(A131, ""ko"", ""ja"")"
"제3회 서울 국제 모노드라마 페스티벌, 그렇게 산을 넘는다, 사라지지 않는","=GOOGLETRANSLATE(A132, ""ko"", ""ja"")"
"대한민국연극제 서울대회, 물고기 여인 [서울 서대문]","=GOOGLETRANSLATE(A133, ""ko"", ""ja"")"
북아현아트홀,"=GOOGLETRANSLATE(A134, ""ko"", ""ja"")"
서울특별시 서대문구 북아현로 51(북아현동),"=GOOGLETRANSLATE(A135, ""ko"", ""ja"")"
"제3회 서울 국제 모노드라마 페스티벌, 그레타 오토 (Greta Oto)","=GOOGLETRANSLATE(A136, ""ko"", ""ja"")"
"위클리 클래식 페스티벌, 사랑의 역사: 바이올린 강유경, 기타 안용헌 [경기 오산]","=GOOGLETRANSLATE(A137, ""ko"", ""ja"")"
DMZ 피스트레인 뮤직 페스티벌 [철원],"=GOOGLETRANSLATE(A138, ""ko"", ""ja"")"
고석정,"=GOOGLETRANSLATE(A139, ""ko"", ""ja"")"
강원도 철원군 동송읍 태봉로 1825,"=GOOGLETRANSLATE(A140, ""ko"", ""ja"")"
"위클리 클래식 페스티벌, 사랑의 기억: 바이올린 김응수 [충남 서산]","=GOOGLETRANSLATE(A141, ""ko"", ""ja"")"
모투스 아트홀,"=GOOGLETRANSLATE(A142, ""ko"", ""ja"")"
충청남도 서산시 군진4길 109-29 (예천동),"=GOOGLETRANSLATE(A143, ""ko"", ""ja"")"
"위클리 클래식 페스티벌, 음악으로 사랑이 피어난다면: 카운터테너 윤진태, 피아노 백원주 [서울 수서]","=GOOGLETRANSLATE(A144, ""ko"", ""ja"")"
"발레축제, 유니버설발레단: 심청","=GOOGLETRANSLATE(A145, ""ko"", ""ja"")"
"R석 120,000원
S석 90,000원
A석 60,000원
B석 30,000원","=GOOGLETRANSLATE(A146, ""ko"", ""ja"")"
"제35회 대한민국 신춘문예 페스티벌, 포말","=GOOGLETRANSLATE(A147, ""ko"", ""ja"")"
"제35회 대한민국 신춘문예 페스티벌, 베드 아일랜드","=GOOGLETRANSLATE(A148, ""ko"", ""ja"")"
"제35회 대한민국 신춘문예 페스티벌, 꿈에서 아빠 죽이기","=GOOGLETRANSLATE(A149, ""ko"", ""ja"")"
"제35회 대한민국 신춘문예 페스티벌, 강릉96","=GOOGLETRANSLATE(A150, ""ko"", ""ja"")"
HIPHOPPLAYA FESTIVAL,"=GOOGLETRANSLATE(A151, ""ko"", ""ja"")"
"PGA(프리미엄 티켓) 239,000원
GA(일반 티켓) 149,000원","=GOOGLETRANSLATE(A152, ""ko"", ""ja"")"
"청남대 재즈토닉 페스티벌, The Jazz of Matisse Colors: 마티스의 색으로 재즈를 노래하다 [청주]","=GOOGLETRANSLATE(A153, ""ko"", ""ja"")"
청남대,"=GOOGLETRANSLATE(A154, ""ko"", ""ja"")"
충청북도 청주시 상당구 문의면 청남대길 646,"=GOOGLETRANSLATE(A155, ""ko"", ""ja"")"
"얼리버드2일권 55,000원
얼리버드1일권 30,000원","=GOOGLETRANSLATE(A156, ""ko"", ""ja"")"
"제3회 MY드림페스티벌: 춤추는 나무 인형, 피노키오 [밀양]","=GOOGLETRANSLATE(A157, ""ko"", ""ja"")"
"제3회 MY드림페스티벌, 우주매직쇼 [밀양]","=GOOGLETRANSLATE(A158, ""ko"", ""ja"")"
"IAPF, HIBI: 나날","=GOOGLETRANSLATE(A159, ""ko"", ""ja"")"
공간소극장,"=GOOGLETRANSLATE(A160, ""ko"", ""ja"")"
부산 남구 수영로 지하 242,"=GOOGLETRANSLATE(A161, ""ko"", ""ja"")"
"IAPF, 움직임 속의 주파수: Frequency in Motion","=GOOGLETRANSLATE(A162, ""ko"", ""ja"")"
"제35회 대한민국 신춘문예 페스티벌, 홀드","=GOOGLETRANSLATE(A163, ""ko"", ""ja"")"
"제35회 대한민국 신춘문예 페스티벌, 익명의 원칙","=GOOGLETRANSLATE(A164, ""ko"", ""ja"")"
"제35회 대한민국 신춘문예 페스티벌, 항해사","=GOOGLETRANSLATE(A165, ""ko"", ""ja"")"
"제35회 대한민국 신춘문예 페스티벌, 실화를 바탕으로 함","=GOOGLETRANSLATE(A166, ""ko"", ""ja"")"
제35회 대한민국 신춘문예 페스티벌: 창고에선 신선도 유지,"=GOOGLETRANSLATE(A167, ""ko"", ""ja"")"
"체리블라썸 뮤직페스티벌, 트롯데이 [진해]","=GOOGLETRANSLATE(A168, ""ko"", ""ja"")"
진해공설운동장,"=GOOGLETRANSLATE(A169, ""ko"", ""ja"")"
경상남도 창원시 진해구 충무로 43 (도만동),"=GOOGLETRANSLATE(A170, ""ko"", ""ja"")"
"VIP석 140,000원
R석 110,000원
S석 60,000원","=GOOGLETRANSLATE(A171, ""ko"", ""ja"")"
어썸뮤직페스티벌,"=GOOGLETRANSLATE(A172, ""ko"", ""ja"")"
"양일권 165,000원
일일권 115,000원","=GOOGLETRANSLATE(A173, ""ko"", ""ja"")"
"대한민국연극제 서울대회, 눈부신 그날에","=GOOGLETRANSLATE(A174, ""ko"", ""ja"")"
중랑구민회관 대공연장,"=GOOGLETRANSLATE(A175, ""ko"", ""ja"")"
서울 중랑구 면목로 238,"=GOOGLETRANSLATE(A176, ""ko"", ""ja"")"
"제43회 대구연극제, 다만 나 혼자 기뻤다","=GOOGLETRANSLATE(A177, ""ko"", ""ja"")"
"위클리 클래식 페스티벌, The Love 그 사랑: 그레이스 앙상블 [경기 오산]","=GOOGLETRANSLATE(A178, ""ko"", ""ja"")"
"제5회 더파란연극제, 굿프렌즈","=GOOGLETRANSLATE(A179, ""ko"", ""ja"")"
소극장 길,"=GOOGLETRANSLATE(A180, ""ko"", ""ja"")"
대구광역시 남구 명덕로22길 27 (대명동),"=GOOGLETRANSLATE(A181, ""ko"", ""ja"")"
"대한민국연극제 서울대회, K 가족","=GOOGLETRANSLATE(A182, ""ko"", ""ja"")"
금천뮤지컬센터 금천예술극장,"=GOOGLETRANSLATE(A183, ""ko"", ""ja"")"
서울 금천구 시흥대로115길 48,"=GOOGLETRANSLATE(A184, ""ko"", ""ja"")"
"제5회 더파란 연극제, 테레즈","=GOOGLETRANSLATE(A185, ""ko"", ""ja"")"
우전소극장,"=GOOGLETRANSLATE(A186, ""ko"", ""ja"")"
대구광역시 남구 현충로 256 (대명동),"=GOOGLETRANSLATE(A187, ""ko"", ""ja"")"
제5회 더파란 연극제: 곰,"=GOOGLETRANSLATE(A188, ""ko"", ""ja"")"
서울히어로락페스티벌 X 트리헌드레드,"=GOOGLETRANSLATE(A189, ""ko"", ""ja"")"
문화비축기지 문화마당,"=GOOGLETRANSLATE(A190, ""ko"", ""ja"")"
서울 마포구 증산로 87,"=GOOGLETRANSLATE(A191, ""ko"", ""ja"")"
"2일권 129,000원
1일권 88,000원","=GOOGLETRANSLATE(A192, ""ko"", ""ja"")"
"제5회 더파란 연극제: 오늘의 내일, 내일의 어제","=GOOGLETRANSLATE(A193, ""ko"", ""ja"")"
뷰티풀 민트 라이프,"=GOOGLETRANSLATE(A194, ""ko"", ""ja"")"
"1일권 130,000원","=GOOGLETRANSLATE(A195, ""ko"", ""ja"")"
GS아트센터 X 서울재즈페스티벌: 인코그니토,"=GOOGLETRANSLATE(A196, ""ko"", ""ja"")"
"VIP석 143,000원
R석 132,000원
S석 110,000원
A석 99,000원","=GOOGLETRANSLATE(A197, ""ko"", ""ja"")"
"예술의전당 교향악축제, 부천필하모닉오케스트라 (04.05)","=GOOGLETRANSLATE(A198, ""ko"", ""ja"")"
"예술의전당 교향악축제, 수원시립교향악단 (04.02)","=GOOGLETRANSLATE(A199, ""ko"", ""ja"")"
"예술의전당 교향악축제, 대구시립교향악단 (04.10)","=GOOGLETRANSLATE(A200, ""ko"", ""ja"")"
"예술의전당 교향악축제, 춘천시립교향악단 (04.19)","=GOOGLETRANSLATE(A201, ""ko"", ""ja"")"
"예술의전당 교향악축제, 포항시립교향악단 (04.08)","=GOOGLETRANSLATE(A202, ""ko"", ""ja"")"
"예술의전당 교향악축제, 광주시립교향악단 (04.12)","=GOOGLETRANSLATE(A203, ""ko"", ""ja"")"
"예술의전당 교향악축제, KBS교향악단 (04.22)","=GOOGLETRANSLATE(A204, ""ko"", ""ja"")"
"예술의전당 교향악축제, 부산시립교향악단 (04.03)","=GOOGLETRANSLATE(A205, ""ko"", ""ja"")"
"예술의전당 교향악축제, 인천시립교향악단 (04.04)","=GOOGLETRANSLATE(A206, ""ko"", ""ja"")"
"예술의전당 교향악축제, 서울시립교향악단 (04.09)","=GOOGLETRANSLATE(A207, ""ko"", ""ja"")"
"예술의전당 교향악축제, 대전시립교향악단 (04.11)","=GOOGLETRANSLATE(A208, ""ko"", ""ja"")"
"제166회 군산시립교향악단 정기연주회, 프리뷰 콘서트: 교향악 축제 [군산]","=GOOGLETRANSLATE(A209, ""ko"", ""ja"")"
"아츠스프링 대구 페스티벌, 손혜영의 춤: 춤동행-태평을 걷다","=GOOGLETRANSLATE(A210, ""ko"", ""ja"")"
"GS칼텍스 예울마루 실내악 페스티벌: 실내악, 그 이상의 세계 [여수]","=GOOGLETRANSLATE(A211, ""ko"", ""ja"")"
"체리블라썸 뮤직페스티벌, MUSIC & BAND [진해]","=GOOGLETRANSLATE(A212, ""ko"", ""ja"")"
PEAK FESTIVAL,"=GOOGLETRANSLATE(A213, ""ko"", ""ja"")"
"블라인드 티켓 50,000원
양일권_얼리버드 티켓 129,000원","=GOOGLETRANSLATE(A214, ""ko"", ""ja"")"
지브리 영화음악 FESTA [성남],"=GOOGLETRANSLATE(A215, ""ko"", ""ja"")"
지브리 발레 FESTA,"=GOOGLETRANSLATE(A216, ""ko"", ""ja"")"
"R석 100,000원
S석 80,000원
시야방해석 80,000원
A석 60,000원","=GOOGLETRANSLATE(A217, ""ko"", ""ja"")"
지브리 & 디즈니 영화음악 FESTA [서울 (앵콜) ],"=GOOGLETRANSLATE(A218, ""ko"", ""ja"")"
통영국제음악당 블랙박스,"=GOOGLETRANSLATE(A219, ""ko"", ""ja"")"
"통영국제음악제, 박수예 & 오를리 샤함 듀오 리사이틀","=GOOGLETRANSLATE(A220, ""ko"", ""ja"")"
지브리 & 디즈니 영화음악 FESTA [대전 (앵콜) ],"=GOOGLETRANSLATE(A221, ""ko"", ""ja"")"
"R석 110,000원
S석 90,000원
A석 60,000원","=GOOGLETRANSLATE(A222, ""ko"", ""ja"")"
신세계사이먼 부산 프리미엄 아울렛,"=GOOGLETRANSLATE(A223, ""ko"", ""ja"")"
대금굴 (대이리 동굴지대),"=GOOGLETRANSLATE(A224, ""ko"", ""ja"")"
대금굴 대이리 동굴지대,"=GOOGLETRANSLATE(A225, ""ko"", ""ja"")"
강원특별자치도 삼척시 신기면 환선로 800,"=GOOGLETRANSLATE(A226, ""ko"", ""ja"")"
"강원도 삼척시 대이리 동굴 지대에 위치한 대금굴은 인근에 있는 환선굴, 관음굴과 비슷한 시기에 형성된 동굴로 동굴 발견까지 4년, 시설물 설치 3년, 총 7년의 준비 기간 끝에 일반에 개방하였다. 동굴 내부에는 종유석, 석순, 석주 등 동굴 생성물이 잘 발달되어 있으며, 특히 지하에는 근원지를 알 수 없는 많은 양의 동굴수가 흘러 여러 개의 크고 작은 폭포와 동굴 호수가 형성되어 있는 것이 특징이다. 이곳의 지형은 약 5억 3천만 년 전 캠부리아기에서 오르도비스기에 이르는 하부 고생대의 퇴적암류인 조선누층군의 풍 촌층과 대기층의 암석이 분포하고 있는 지역으로서 열대 심해의 바닷속에 퇴적된 산호초 등의 지형이 지각변동으로 인하여 현재의 위치에 이르게 되었고 오랜 세월 침식되어 동굴이 형성되었다. 현재 대금굴은 모노레일로만 접근이 가능하며, 최소 방문 하루 전에 온라인 예매를 해야 입장이 가능하다.","=GOOGLETRANSLATE(A227, ""ko"", ""ja"")"
033-541-7600,"=GOOGLETRANSLATE(A228, ""ko"", ""ja"")"
용문사(용문산),"=GOOGLETRANSLATE(A229, ""ko"", ""ja"")"
