Original,TranslationFormula
링크아트센터드림,"=GOOGLETRANSLATE(A93, ""ko"", ""ja"")"
서울특별시 종로구 동숭길 123 (동숭동),"=GOOGLETRANSLATE(A94, ""ko"", ""ja"")"
"R석 70,000원 S석 60,000원","=GOOGLETRANSLATE(A95, ""ko"", ""ja"")"
근접한 세계,"=GOOGLETRANSLATE(A96, ""ko"", ""ja"")"
보노보노 40주년 특별전 in Seoul,"=GOOGLETRANSLATE(A97, ""ko"", ""ja"")"
"성인 22,000 청소년 18,000 어린이 15,000","=GOOGLETRANSLATE(A98, ""ko"", ""ja"")"
(주)아트큐브컴퍼니,"=GOOGLETRANSLATE(A99, ""ko"", ""ja"")"
청계천사람들: 삶과 기억의 만남,"=GOOGLETRANSLATE(A100, ""ko"", ""ja"")"
청계천박물관,"=GOOGLETRANSLATE(A101, ""ko"", ""ja"")"
서울 성동구 청계천로 530 청,"=GOOGLETRANSLATE(A102, ""ko"", ""ja"")"
청계천박물관 02-2286-3410,"=GOOGLETRANSLATE(A103, ""ko"", ""ja"")"
임신과 출생 문화를 다룬 특별전 [아가 마중],"=GOOGLETRANSLATE(A104, ""ko"", ""ja"")"
서울생활사박물관,"=GOOGLETRANSLATE(A105, ""ko"", ""ja"")"
서울 노원구 동일로174길 27,"=GOOGLETRANSLATE(A106, ""ko"", ""ja"")"
바로크비올리스트 장민경의 The Bach III,"=GOOGLETRANSLATE(A107, ""ko"", ""ja"")"
PROMENADE,"=GOOGLETRANSLATE(A108, ""ko"", ""ja"")"
"R석 10만원, S석 8만원, A석 5만원, B석 3만원, C석 2만원","=GOOGLETRANSLATE(A109, ""ko"", ""ja"")"
2026년 1분기 Focus on Language,"=GOOGLETRANSLATE(A110, ""ko"", ""ja"")"
용두어린이영어도서관,"=GOOGLETRANSLATE(A111, ""ko"", ""ja"")"
서울 동대문구 무학로 133,"=GOOGLETRANSLATE(A112, ""ko"", ""ja"")"
1분기 어린이갤러리 [미스터 팔롱의 판타스틱 의상실],"=GOOGLETRANSLATE(A113, ""ko"", ""ja"")"
"가족열람실 3월 북큐레이션 [같이 걷자, 지구야]","=GOOGLETRANSLATE(A114, ""ko"", ""ja"")"
2026 [누구나 청춘무대] 3월 공연&체험 프로그램,"=GOOGLETRANSLATE(A115, ""ko"", ""ja"")"
청춘극장,"=GOOGLETRANSLATE(A116, ""ko"", ""ja"")"
3월/팟캐스트 서강도서관 피셜 65회 [시(詩)작하는 마음],"=GOOGLETRANSLATE(A117, ""ko"", ""ja"")"
3월 생활문화 프로그램,"=GOOGLETRANSLATE(A118, ""ko"", ""ja"")"
송파 청년아티스트센터,"=GOOGLETRANSLATE(A119, ""ko"", ""ja"")"
서울 송파구 풍성로10길 6-1,"=GOOGLETRANSLATE(A120, ""ko"", ""ja"")"
3월 문화프로그램 안내,"=GOOGLETRANSLATE(A121, ""ko"", ""ja"")"
문화예술아카데미 어린이 발레 A반 [리틀스완: 백조의 호수와 함께],"=GOOGLETRANSLATE(A122, ""ko"", ""ja"")"
"150,000원(10회차)","=GOOGLETRANSLATE(A123, ""ko"", ""ja"")"
2026 싱글벙글교육센터 1분기 평생학습 교육프로그램,"=GOOGLETRANSLATE(A124, ""ko"", ""ja"")"
싱글벙글교육센터,"=GOOGLETRANSLATE(A125, ""ko"", ""ja"")"
서울 관악구 남부순환로234길 73,"=GOOGLETRANSLATE(A126, ""ko"", ""ja"")"
프로그램별 상이,"=GOOGLETRANSLATE(A127, ""ko"", ""ja"")"
DDP 청년 창작자 그룹전시 [Next Hi-Light]展,"=GOOGLETRANSLATE(A128, ""ko"", ""ja"")"
02-2153-0000,"=GOOGLETRANSLATE(A129, ""ko"", ""ja"")"
문화예술아카데미 어린이 연극 B반 [리틀씨어터: 생각을 키우는 인문학 연극],"=GOOGLETRANSLATE(A130, ""ko"", ""ja"")"
문화예술아카데미 어린이 연극 A반 [리틀 씨어터: 감정+몸짓 융합 연극놀이],"=GOOGLETRANSLATE(A131, ""ko"", ""ja"")"
2026 M 초이스 이자람 판소리 갈라 [작창 2007/2015],"=GOOGLETRANSLATE(A132, ""ko"", ""ja"")"
"R석 40,000원, S석 30,000원","=GOOGLETRANSLATE(A133, ""ko"", ""ja"")"
"2026 서울시향 얍 판 츠베덴의 브루크너 교향곡 4번 ①, ②","=GOOGLETRANSLATE(A134, ""ko"", ""ja"")"
"R 120,000원 S 90,000원 A 60,000원 B 30,000원 C 10,000원","=GOOGLETRANSLATE(A135, ""ko"", ""ja"")"
11시 영화음악콘서트 03월 : 영화로 만나는 아일랜드 이야기,"=GOOGLETRANSLATE(A136, ""ko"", ""ja"")"
부산 | 영화의전당 하늘연극장,"=GOOGLETRANSLATE(A137, ""ko"", ""ja"")"
부산광역시 해운대구 수영강변대로 120,"=GOOGLETRANSLATE(A138, ""ko"", ""ja"")"
자세한 정보는 '바로가기' 링크를 통해 확인하시기 바랍니다. 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220,"=GOOGLETRANSLATE(A139, ""ko"", ""ja"")"
051-780-6060,"=GOOGLETRANSLATE(A140, ""ko"", ""ja"")"
Back to the Nature,"=GOOGLETRANSLATE(A141, ""ko"", ""ja"")"
서울 | 청화랑,"=GOOGLETRANSLATE(A142, ""ko"", ""ja"")"
서울특별시 강남구 삼성로147길 4,"=GOOGLETRANSLATE(A143, ""ko"", ""ja"")"
"Back to the Nature 청화랑에서는 3월 전시로 김제민, 이경하 작가의 Back to the Nature 전시가 열립니다. 김제민 · 이경하 작가는 자연을 깊이 사랑하며 각기 다른 시선과 매체로 자연과 인간의 관계를 탐구해 왔습니다. 김제민 작가는 과슈와 유화를 활용해 자연이나 사물을 의인화하며, 우리가 무심코 지나치기 쉬운 순간들을 재치 있고 따뜻한 장면으로 풀어냅니다. 일상 속 자연의 표정과 감정을 포착해 관람객에게 새로운 시선을 제안합니다. 이경하 작가는 목탄과 유화 물감을 주 재료로 사용하여, 거대한 자연 속에서 살아가는 현대인의 모습을 담아냅니다. 광활한 풍경과 인물의 대비를 통해 인간 존재의 연약함과 동시에 자연과의 공존 가능성을 사유하게 합니다. 우리는 자연으로부터 얼마나 멀어졌고, 다시 어떻게 돌아갈 수 있을까. 자연을 향한 두 작가의 진솔한 시선을 통해, 일상 속에서 잊고 있던 자연의 의미를 다시 생각하는 시간이 되시길 바랍니다. 제목: Back to the Nature : 김제민 이경하 기간: 26. 3.10-3.28 장소: 서울 강남구 삼성로 147길 4, 청화랑 관람시간: 화-금 11-18시, 토 : 11-17시 문의: 02 543 1663 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220","=GOOGLETRANSLATE(A144, ""ko"", ""ja"")"
02-543-1663,"=GOOGLETRANSLATE(A145, ""ko"", ""ja"")"
"2026 대한민국연극제 서울대회 참가작, 여명의 노래(동작지부)","=GOOGLETRANSLATE(A146, ""ko"", ""ja"")"
서울 | 성수아트홀 성수문화복지회관,"=GOOGLETRANSLATE(A147, ""ko"", ""ja"")"
서울특별시 성동구 뚝섬로1길 43 (성수동1가),"=GOOGLETRANSLATE(A148, ""ko"", ""ja"")"
백묵원,"=GOOGLETRANSLATE(A149, ""ko"", ""ja"")"
서울 | 공간아울,"=GOOGLETRANSLATE(A150, ""ko"", ""ja"")"
02-747-6485,"=GOOGLETRANSLATE(A151, ""ko"", ""ja"")"
"머더(3/20, 3/22)","=GOOGLETRANSLATE(A152, ""ko"", ""ja"")"
서울 | R&J씨어터 구. 연진아트홀,"=GOOGLETRANSLATE(A153, ""ko"", ""ja"")"
서울특별시 종로구 낙산길 14 (동숭동),"=GOOGLETRANSLATE(A154, ""ko"", ""ja"")"
"2026 신축음악회, 명작국악트롯","=GOOGLETRANSLATE(A155, ""ko"", ""ja"")"
경북 | 영천시민회관 스타홀,"=GOOGLETRANSLATE(A156, ""ko"", ""ja"")"
경상북도 영천시 동부로 31,"=GOOGLETRANSLATE(A157, ""ko"", ""ja"")"
054-330-6680,"=GOOGLETRANSLATE(A158, ""ko"", ""ja"")"
뮤지컬로 보는 동화 3월 <백설공주>,"=GOOGLETRANSLATE(A159, ""ko"", ""ja"")"
울산 | 온양문화복지센터 대공연장,"=GOOGLETRANSLATE(A160, ""ko"", ""ja"")"
울산광역시 울주군 온양읍 남창1길 13,"=GOOGLETRANSLATE(A161, ""ko"", ""ja"")"
"전석 4,000원","=GOOGLETRANSLATE(A162, ""ko"", ""ja"")"
052-980-2290,"=GOOGLETRANSLATE(A163, ""ko"", ""ja"")"
문화가 있는 날 ＃1 오정희 국악 앙상블: 전통과 현대를 넘나드는 새로운 무대,"=GOOGLETRANSLATE(A164, ""ko"", ""ja"")"
경기 | 하남문화예술회관 검단홀 대극장,"=GOOGLETRANSLATE(A165, ""ko"", ""ja"")"
경기도 하남시 신평로 125,"=GOOGLETRANSLATE(A166, ""ko"", ""ja"")"
031-790-7979,"=GOOGLETRANSLATE(A167, ""ko"", ""ja"")"
어린이 마술쇼,"=GOOGLETRANSLATE(A168, ""ko"", ""ja"")"
충남 | 서산문화원 공연장,"=GOOGLETRANSLATE(A169, ""ko"", ""ja"")"
충청남도 서산시 문화로 52,"=GOOGLETRANSLATE(A170, ""ko"", ""ja"")"
070-8183-9755,"=GOOGLETRANSLATE(A171, ""ko"", ""ja"")"
용인어린이상상의숲 월간톡톡 공연놀이터: 늑대야 친구하자,"=GOOGLETRANSLATE(A172, ""ko"", ""ja"")"
경기 | 용인어린이상상의숲 공연놀이터,"=GOOGLETRANSLATE(A173, ""ko"", ""ja"")"
경기도 용인시 기흥구 관곡로 25,"=GOOGLETRANSLATE(A174, ""ko"", ""ja"")"
031-323-6500,"=GOOGLETRANSLATE(A175, ""ko"", ""ja"")"
제4회 앙상블 아띠엠 정기연주회,"=GOOGLETRANSLATE(A176, ""ko"", ""ja"")"
경기 | 성남아트센터 앙상블씨어터,"=GOOGLETRANSLATE(A177, ""ko"", ""ja"")"
경기도 성남시 분당구 성남대로 808,"=GOOGLETRANSLATE(A178, ""ko"", ""ja"")"
우리 아빠가 최고야,"=GOOGLETRANSLATE(A179, ""ko"", ""ja"")"
동래문화회관 대극장,"=GOOGLETRANSLATE(A180, ""ko"", ""ja"")"
부산 동래구 문화로 80,"=GOOGLETRANSLATE(A181, ""ko"", ""ja"")"
070-7807-0701,"=GOOGLETRANSLATE(A182, ""ko"", ""ja"")"
"비에스 필하모닉 오케스트라와 함께하는 동행, 음악으로 잇는 마음의 길","=GOOGLETRANSLATE(A183, ""ko"", ""ja"")"
인천 | 부평아트센터 해누리극장,"=GOOGLETRANSLATE(A184, ""ko"", ""ja"")"
인천광역시 부평구 아트센터로 166,"=GOOGLETRANSLATE(A185, ""ko"", ""ja"")"
"R석 30,000원, S석 20,000원, A석 10,000원","=GOOGLETRANSLATE(A186, ""ko"", ""ja"")"
032-209-0788,"=GOOGLETRANSLATE(A187, ""ko"", ""ja"")"
"마티네콘서트 마실, 프렐류드 재즈 콘서트","=GOOGLETRANSLATE(A188, ""ko"", ""ja"")"
인천 | 남동소래아트홀,"=GOOGLETRANSLATE(A189, ""ko"", ""ja"")"
인천광역시 남동구 아암대로1437번길 32 (논현동),"=GOOGLETRANSLATE(A190, ""ko"", ""ja"")"
"전석 5,000원","=GOOGLETRANSLATE(A191, ""ko"", ""ja"")"
032-439-5001,"=GOOGLETRANSLATE(A192, ""ko"", ""ja"")"
재즈앙상블 시리즈 Ⅰ. 봄맞이 스윙재즈 콘서트: 성기문 재즈퀄텟 & 보컬 박재홍,"=GOOGLETRANSLATE(A193, ""ko"", ""ja"")"
부산 | 낙동아트센터,"=GOOGLETRANSLATE(A194, ""ko"", ""ja"")"
부산광역시 강서구 명지국제1로 141 (명지동),"=GOOGLETRANSLATE(A195, ""ko"", ""ja"")"
051-970-2771,"=GOOGLETRANSLATE(A196, ""ko"", ""ja"")"
김치 마술사의 클로즈업 매직쇼,"=GOOGLETRANSLATE(A197, ""ko"", ""ja"")"
부산 | 제페토 GEPPETTO,"=GOOGLETRANSLATE(A198, ""ko"", ""ja"")"
부산광역시 동구 망양로 897 (범일동),"=GOOGLETRANSLATE(A199, ""ko"", ""ja"")"
"클로즈업 마술은 멀리서 보는 공연이 아니라, 마술사와 바로 눈앞에서 함께 호흡하며 즐기는 특별한 경험입니다. 대화를 나누고, 직접 만지고, 생생하게 느끼며 마술의 순간을 가까이에서 만나보세요. 마술사의 생각을 듣고 관객의 의견도 자유롭게 나눌 수 있는 열린 마술 공간, 전문 클로즈업 마술사의 섬세한 손기술과 김치 마술사의 유쾌한 코믹 마술이 한 자리에서 펼쳐집니다. 가족, 친구, 연인과 함께 제페토에서 잊지 못할 추억을 만들어 보세요. 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220","=GOOGLETRANSLATE(A200, ""ko"", ""ja"")"
0507-1303-9369,"=GOOGLETRANSLATE(A201, ""ko"", ""ja"")"
라푼젤,"=GOOGLETRANSLATE(A202, ""ko"", ""ja"")"
롯데백화점 문화홀,"=GOOGLETRANSLATE(A203, ""ko"", ""ja"")"
대구광역시 북구 태평로 161 (칠성동2가),"=GOOGLETRANSLATE(A204, ""ko"", ""ja"")"
어린이 서커스 마술쇼,"=GOOGLETRANSLATE(A205, ""ko"", ""ja"")"
서울 | 강동구민회관 대강당,"=GOOGLETRANSLATE(A206, ""ko"", ""ja"")"
서울특별시 강동구 상암로 168,"=GOOGLETRANSLATE(A207, ""ko"", ""ja"")"
070-4700-9095,"=GOOGLETRANSLATE(A208, ""ko"", ""ja"")"
스타 뮤지컬 작곡가 민찬홍: 스무 해 동안의 멜로디,"=GOOGLETRANSLATE(A209, ""ko"", ""ja"")"
울산 | 울주문화예술회관,"=GOOGLETRANSLATE(A210, ""ko"", ""ja"")"
울산광역시 울주군 범서읍 천상중앙길 36,"=GOOGLETRANSLATE(A211, ""ko"", ""ja"")"
울주문화예술회관 052-980-2270,"=GOOGLETRANSLATE(A212, ""ko"", ""ja"")"
서정민 완창발표회: 미산제 흥보가,"=GOOGLETRANSLATE(A213, ""ko"", ""ja"")"
국립국악원 풍류사랑방,"=GOOGLETRANSLATE(A214, ""ko"", ""ja"")"
서울 서초구 남부순환로 2364,"=GOOGLETRANSLATE(A215, ""ko"", ""ja"")"
전석무료,"=GOOGLETRANSLATE(A216, ""ko"", ""ja"")"
어린 안데르센,"=GOOGLETRANSLATE(A217, ""ko"", ""ja"")"
송파어린이문화회관 아이소리홀,"=GOOGLETRANSLATE(A218, ""ko"", ""ja"")"
서울 송파구 중대로 235,"=GOOGLETRANSLATE(A219, ""ko"", ""ja"")"
"[공연소개]

상상발전소가 새롭게 창작한 이야기 안데르센...모든 아이는 특별하다. 


최고의 동화작가 한스 크리스티안 안데르센의 어린시절을 상상발전소 스타일로 창작한
<이야기 아데르센>은 
<미운오리새끼><벌거숭이 임금님><성냥팔이 소녀>의 이야기를
중심으로 어린시절 한수와 어른이된 한수가 만나면서 시작된다. 

최고의 동화 작가가 된 한수는 책요정들과 이야기 중 자신의 어린 시절을 회상하다
어린시절의 한수를 만나게 되는데 
엉뚱한 성격과 행동으로 외톨이가 된 어린 한수는 자신이 특별하다는 말과 우리가 널 항상 응원한다는 말에 자신의 이야기를 만들어 간다....

어린이에게는 꿈을 ...
어른에게는 희망을 ...","=GOOGLETRANSLATE(A220, ""ko"", ""ja"")"
"아동 16,000원
성인 8,000원","=GOOGLETRANSLATE(A221, ""ko"", ""ja"")"
대구시립교향악단 체임버 시리즈 Ⅰ: 프랑스 목관의 흐름,"=GOOGLETRANSLATE(A222, ""ko"", ""ja"")"
대구콘서트하우스 챔버홀 (소공연장),"=GOOGLETRANSLATE(A223, ""ko"", ""ja"")"
대구 중구 태평로 141,"=GOOGLETRANSLATE(A224, ""ko"", ""ja"")"
"[프로그램]

생상스 - 타란텔라, Op.6
C. Saint-Saëns – Tarentelle, Op.6
연주시간 약 7분
셴유칭, 이성규, 정승원 

풀랑크 – 오보에, 바순과 피아노를 위한 삼중주, FP 43
F. Poulenc – Trio for Oboe, Bassoon and Piano, FP 43
      I. Presto
      II. Andante
      III. Rondo
연주시간 약 13분
최규연, 윤주훈, 정승원 
 
Intermission 

생상스 – 덴마크와 러시아 아리아에 의한 카프리스, Op.79
C. Saint-Saëns – Caprice sur des airs danois et russes, Op.79
연주시간 약 10분
셴유칭, 최규연, 이성규, 정승원 

프랑세 – 목관 4중주
J. Françaix – Woodwind Quartet
      I. Allegro
      II. Andante
      III. Allegro molto
      IV. Allegro vivo
연주시간 약 12분
셴유칭, 최규연, 이성규, 윤주훈

※ 공연의 상세 정보는 변경될 수 있으며, 초등학생 이상 관람 가능합니다.","=GOOGLETRANSLATE(A225, ""ko"", ""ja"")"
053-430-7765,"=GOOGLETRANSLATE(A226, ""ko"", ""ja"")"
Lover's Concert (앵콜),"=GOOGLETRANSLATE(A227, ""ko"", ""ja"")"
서울 | 연세대학교 백주년기념관,"=GOOGLETRANSLATE(A228, ""ko"", ""ja"")"
"R석 90,000원, S석 70,000원","=GOOGLETRANSLATE(A229, ""ko"", ""ja"")"
031-392-6419​,"=GOOGLETRANSLATE(A230, ""ko"", ""ja"")"
봉산문화회관 신춘콘서트: RESTART,"=GOOGLETRANSLATE(A231, ""ko"", ""ja"")"
봉산문화회관 가온홀,"=GOOGLETRANSLATE(A232, ""ko"", ""ja"")"
대구 중구 봉산문화길 77,"=GOOGLETRANSLATE(A233, ""ko"", ""ja"")"
053-422-6280​,"=GOOGLETRANSLATE(A234, ""ko"", ""ja"")"
뚱뚱한 로미오를 사랑한 줄리엣,"=GOOGLETRANSLATE(A235, ""ko"", ""ja"")"
서울 | 씨어터 쿰,"=GOOGLETRANSLATE(A236, ""ko"", ""ja"")"
서울특별시 종로구 창경궁로 253-7 (명륜2가),"=GOOGLETRANSLATE(A237, ""ko"", ""ja"")"
거인 앙갈로,"=GOOGLETRANSLATE(A238, ""ko"", ""ja"")"
국립아시아문화전당 어린이극장,"=GOOGLETRANSLATE(A239, ""ko"", ""ja"")"
광주 동구 문화전당로 38,"=GOOGLETRANSLATE(A240, ""ko"", ""ja"")"
"전석 15,000원","=GOOGLETRANSLATE(A241, ""ko"", ""ja"")"
